sales_id,customer_id,product_id,order_date_key,payment_method_id,store_id,location_id,order_status,quantity_sold,discount_applied
S5086,CUST1813,PROD152,D33,PM4,STORE15,LOC47,Pending,3,10.05
S5087,CUST1094,PROD196,D40,PM1,STORE21,LOC16,Completed,3,24.24
S5088,CUST1124,PROD136,D241,PM4,STORE1,LOC16,Completed,3,27.5
S5089,CUST1039,PROD139,D85,PM3,STORE23,LOC12,Cancelled,2,21.63
S5090,CUST1756,PROD152,D188,PM1,STORE24,LOC35,Pending,1,14.33
S5091,CUST1404,PROD140,D350,PM1,STORE4,LOC25,Completed,2,5.54
S5092,CUST1037,PROD185,D219,PM2,STORE30,LOC13,Pending,2,5.37
S5093,CUST1675,PROD176,D277,PM4,STORE27,LOC44,Returned,3,8.63
S5094,CUST1065,PROD152,D135,PM5,STORE10,LOC37,Returned,1,2.74
S5095,CUST1734,PROD176,D349,PM3,STORE30,LOC44,Returned,1,0.58
S5096,CUST1012,PROD153,D181,PM1,STORE24,LOC18,Completed,3,18.6
S5097,CUST1759,PROD181,D326,PM3,STORE1,LOC7,Returned,2,6.27
S5098,CUST1668,PROD191,D116,PM1,STORE22,LOC35,Completed,2,18.31
S5099,CUST1084,PROD155,D135,PM5,STORE17,LOC48,Cancelled,1,18.2
S5100,CUST1148,PROD163,D305,PM2,STORE9,LOC13,Returned,3,28.65
S5101,CUST1706,PROD122,D98,PM4,STORE14,LOC30,Pending,2,4.86
S5102,CUST1489,PROD100,D161,PM3,STORE22,LOC47,Cancelled,1,22.1
S5103,CUST1096,PROD144,D256,PM3,STORE22,LOC22,Cancelled,4,5.69
S5104,CUST1636,PROD112,D333,PM5,STORE11,LOC18,Returned,4,0.7
S5105,CUST1527,PROD133,D30,PM1,STORE14,LOC18,Pending,2,4.32
S5106,CUST1085,PROD156,D180,PM2,STORE5,LOC32,Completed,4,2.08
S5107,CUST1778,PROD143,D205,PM3,STORE18,LOC7,Pending,2,15.56
S5108,CUST1721,PROD139,D97,PM1,STORE9,LOC35,Returned,1,15.05
S5109,CUST1651,PROD117,D307,PM3,STORE9,LOC1,Returned,2,28.6
S5110,CUST1117,PROD165,D189,PM3,STORE19,LOC41,Cancelled,1,27.08
S5111,CUST1999,PROD171,D128,PM3,STORE4,LOC32,Returned,2,20.47
S5112,CUST1677,PROD188,D15,PM1,STORE14,LOC48,Returned,1,4.23
S5113,CUST1931,PROD152,D254,PM2,STORE15,LOC36,Pending,3,5.01
S5114,CUST1412,PROD161,D253,PM1,STORE30,LOC14,Cancelled,2,14.21
S5115,CUST1457,PROD192,D209,PM2,STORE7,LOC3,Completed,1,24.9
S5116,CUST1022,PROD132,D38,PM2,STORE1,LOC23,Pending,1,27.28
S5117,CUST1269,PROD157,D288,PM5,STORE23,LOC28,Cancelled,1,0.0
S5118,CUST1045,PROD177,D239,PM5,STORE22,LOC19,Returned,2,23.08
S5119,CUST1956,PROD192,D62,PM4,STORE25,LOC23,Pending,2,16.63
S5120,CUST1917,PROD100,D162,PM1,STORE24,LOC34,Cancelled,4,23.88
S5121,CUST1832,PROD130,D296,PM4,STORE30,LOC47,Pending,4,2.29
S5122,CUST1484,PROD112,D17,PM3,STORE19,LOC46,Cancelled,4,0.23
S5123,CUST1276,PROD101,D256,PM3,STORE8,LOC13,Cancelled,3,17.84
S5124,CUST1805,PROD176,D79,PM3,STORE4,LOC34,Pending,1,11.52
S5125,CUST1891,PROD191,D61,PM3,STORE11,LOC6,Cancelled,4,4.97
S5126,CUST1095,PROD102,D221,PM2,STORE3,LOC10,Returned,4,14.54
S5127,CUST1078,PROD161,D173,PM5,STORE11,LOC4,Completed,2,12.93
S5128,CUST1615,PROD164,D226,PM3,STORE16,LOC40,Returned,3,9.36
S5129,CUST1483,PROD170,D178,PM2,STORE4,LOC44,Cancelled,2,6.63
S5130,CUST1510,PROD116,D265,PM4,STORE21,LOC35,Pending,4,16.35
S5131,CUST1998,PROD152,D237,PM4,STORE21,LOC24,Completed,1,7.12
S5132,CUST1405,PROD126,D98,PM3,STORE29,LOC48,Returned,2,1.97
S5133,CUST1560,PROD157,D360,PM3,STORE21,LOC27,Cancelled,1,2.41
S5134,CUST1896,PROD116,D28,PM5,STORE8,LOC49,Returned,2,18.22
S5135,CUST1440,PROD104,D171,PM4,STORE2,LOC37,Pending,2,13.82
S5136,CUST1425,PROD149,D77,PM5,STORE22,LOC45,Returned,3,1.18
S5137,CUST1901,PROD146,D49,PM4,STORE18,LOC41,Returned,3,28.37
S5138,CUST1606,PROD158,D21,PM3,STORE28,LOC12,Cancelled,1,26.73
S5139,CUST1459,PROD118,D294,PM1,STORE5,LOC29,Completed,1,4.09
S5140,CUST1506,PROD169,D241,PM5,STORE17,LOC2,Returned,1,27.08
S5141,CUST1339,PROD105,D100,PM3,STORE29,LOC45,Returned,1,7.15
S5142,CUST1466,PROD170,D307,PM1,STORE5,LOC7,Returned,2,13.38
S5143,CUST1758,PROD111,D241,PM2,STORE28,LOC40,Completed,4,12.81
S5144,CUST1252,PROD117,D123,PM2,STORE13,LOC4,Completed,1,9.31
S5145,CUST1367,PROD110,D334,PM4,STORE25,LOC3,Returned,4,27.61
S5146,CUST1438,PROD117,D350,PM5,STORE13,LOC34,Cancelled,1,14.77
S5147,CUST1493,PROD199,D51,PM2,STORE16,LOC10,Returned,1,2.38
S5148,CUST1360,PROD185,D58,PM1,STORE28,LOC48,Cancelled,2,28.56
S5149,CUST1756,PROD129,D331,PM2,STORE4,LOC46,Cancelled,3,17.76
S5150,CUST1260,PROD191,D250,PM2,STORE18,LOC14,Cancelled,1,20.12
S5151,CUST1596,PROD122,D55,PM1,STORE12,LOC22,Returned,1,19.31
S5152,CUST1020,PROD109,D266,PM4,STORE21,LOC44,Cancelled,2,13.46
S5153,CUST1860,PROD188,D41,PM5,STORE15,LOC47,Completed,4,5.89
S5154,CUST1776,PROD130,D240,PM2,STORE11,LOC41,Pending,3,26.81
S5155,CUST1695,PROD165,D31,PM4,STORE24,LOC23,Cancelled,4,6.79
S5156,CUST1423,PROD110,D264,PM5,STORE25,LOC33,Completed,4,19.13
S5157,CUST1757,PROD175,D62,PM4,STORE4,LOC20,Returned,4,21.25
S5158,CUST1883,PROD139,D118,PM5,STORE12,LOC22,Returned,4,12.22
S5159,CUST1778,PROD160,D362,PM5,STORE29,LOC48,Pending,2,18.5
S5160,CUST1444,PROD134,D184,PM5,STORE14,LOC21,Cancelled,1,27.36
S5161,CUST1675,PROD143,D318,PM2,STORE10,LOC7,Returned,4,21.34
S5162,CUST1286,PROD122,D244,PM5,STORE3,LOC1,Cancelled,2,1.56
S5163,CUST1296,PROD139,D246,PM5,STORE12,LOC39,Pending,2,12.52
S5164,CUST1207,PROD152,D361,PM3,STORE22,LOC16,Returned,1,5.7
S5165,CUST1271,PROD111,D318,PM5,STORE20,LOC31,Completed,4,26.67
S5166,CUST1659,PROD128,D19,PM4,STORE9,LOC31,Returned,3,19.11
S5167,CUST1091,PROD109,D359,PM2,STORE30,LOC26,Cancelled,4,19.22
S5168,CUST1201,PROD133,D21,PM4,STORE7,LOC29,Completed,1,8.21
S5169,CUST1247,PROD130,D363,PM5,STORE2,LOC5,Cancelled,4,8.92
S5170,CUST1345,PROD141,D184,PM4,STORE2,LOC23,Cancelled,1,14.53
S5171,CUST1189,PROD179,D321,PM1,STORE29,LOC19,Cancelled,2,12.9
S5172,CUST1351,PROD190,D328,PM2,STORE12,LOC2,Completed,1,27.46
S5173,CUST1162,PROD194,D281,PM4,STORE4,LOC11,Pending,1,28.56
S5174,CUST1198,PROD169,D227,PM1,STORE1,LOC48,Returned,3,3.05
S5175,CUST1090,PROD117,D332,PM2,STORE8,LOC39,Completed,3,5.02
S5176,CUST1976,PROD150,D148,PM4,STORE28,LOC17,Cancelled,4,14.42
S5177,CUST1340,PROD196,D35,PM1,STORE16,LOC50,Pending,3,24.91
S5178,CUST1679,PROD192,D39,PM2,STORE26,LOC18,Completed,1,28.32
S5179,CUST1328,PROD169,D112,PM1,STORE18,LOC31,Completed,1,19.35
S5180,CUST1910,PROD116,D89,PM3,STORE22,LOC41,Pending,1,29.46
S5181,CUST1348,PROD141,D6,PM4,STORE17,LOC34,Returned,4,23.91
S5182,CUST1832,PROD136,D301,PM4,STORE26,LOC28,Pending,3,2.15
S5183,CUST1859,PROD151,D238,PM5,STORE17,LOC42,Returned,3,15.21
S5184,CUST1822,PROD154,D202,PM5,STORE20,LOC17,Completed,3,11.01
S5185,CUST1081,PROD163,D325,PM4,STORE21,LOC32,Returned,3,26.93
S5186,CUST1059,PROD188,D230,PM2,STORE3,LOC38,Returned,1,19.72
S5187,CUST1413,PROD128,D117,PM3,STORE21,LOC23,Cancelled,2,4.99
S5188,CUST1856,PROD105,D165,PM2,STORE2,LOC29,Completed,1,9.54
S5189,CUST1647,PROD175,D342,PM4,STORE8,LOC38,Completed,4,5.72
S5190,CUST1779,PROD153,D156,PM4,STORE9,LOC22,Pending,1,2.9
S5191,CUST1715,PROD110,D76,PM5,STORE27,LOC4,Cancelled,3,14.41
S5192,CUST1405,PROD117,D257,PM4,STORE30,LOC48,Cancelled,4,0.16
S5193,CUST1203,PROD107,D148,PM4,STORE3,LOC44,Cancelled,1,20.52
S5194,CUST1397,PROD164,D217,PM5,STORE21,LOC29,Completed,2,7.46
S5195,CUST1545,PROD124,D122,PM5,STORE24,LOC2,Pending,4,21.76
S5196,CUST1754,PROD196,D22,PM1,STORE22,LOC20,Completed,4,17.29
S5197,CUST1837,PROD133,D185,PM2,STORE20,LOC11,Pending,3,12.25
S5198,CUST1226,PROD135,D72,PM4,STORE3,LOC26,Completed,3,21.52
S5199,CUST1501,PROD104,D155,PM5,STORE17,LOC44,Cancelled,3,0.39
S5200,CUST1246,PROD109,D312,PM3,STORE30,LOC12,Returned,3,4.21
S5201,CUST1070,PROD101,D78,PM1,STORE5,LOC26,Cancelled,4,6.69
S5202,CUST1718,PROD102,D30,PM2,STORE25,LOC10,Pending,4,29.0
S5203,CUST1929,PROD143,D219,PM3,STORE29,LOC50,Returned,2,8.19
S5204,CUST1975,PROD194,D286,PM2,STORE1,LOC47,Cancelled,2,4.25
S5205,CUST1414,PROD116,D38,PM2,STORE24,LOC43,Completed,1,21.37
S5206,CUST1238,PROD109,D169,PM2,STORE13,LOC48,Cancelled,4,5.37
S5207,CUST1764,PROD192,D173,PM4,STORE26,LOC3,Returned,2,12.96
S5208,CUST1455,PROD155,D346,PM5,STORE11,LOC16,Pending,4,13.82
S5209,CUST1174,PROD108,D166,PM2,STORE15,LOC19,Completed,2,19.33
S5210,CUST1588,PROD119,D240,PM1,STORE20,LOC13,Pending,2,9.24
S5211,CUST1912,PROD109,D53,PM5,STORE19,LOC47,Returned,2,2.06
S5212,CUST1621,PROD140,D101,PM2,STORE28,LOC9,Cancelled,1,11.77
S5213,CUST1180,PROD147,D182,PM5,STORE26,LOC5,Completed,1,25.98
S5214,CUST1627,PROD181,D291,PM5,STORE27,LOC32,Completed,1,19.75
S5215,CUST1180,PROD131,D241,PM4,STORE12,LOC7,Completed,1,1.02
S5216,CUST1874,PROD133,D309,PM4,STORE17,LOC10,Pending,2,8.91
S5217,CUST1693,PROD114,D312,PM3,STORE2,LOC8,Completed,3,21.55
S5218,CUST1706,PROD111,D120,PM5,STORE19,LOC17,Cancelled,3,26.9
S5219,CUST1881,PROD155,D28,PM2,STORE21,LOC24,Returned,2,6.91
S5220,CUST1642,PROD146,D258,PM5,STORE26,LOC28,Returned,4,20.08
S5221,CUST1465,PROD112,D74,PM1,STORE12,LOC33,Completed,1,10.31
S5222,CUST1362,PROD188,D42,PM2,STORE5,LOC35,Cancelled,2,19.67
S5223,CUST1818,PROD160,D218,PM3,STORE30,LOC8,Pending,2,18.56
S5224,CUST1531,PROD126,D282,PM3,STORE11,LOC48,Completed,4,13.91
S5225,CUST1334,PROD156,D116,PM5,STORE4,LOC12,Cancelled,1,18.83
S5226,CUST1877,PROD178,D73,PM1,STORE16,LOC33,Returned,2,4.22
S5227,CUST1554,PROD163,D338,PM1,STORE9,LOC20,Cancelled,2,12.1
S5228,CUST1426,PROD179,D295,PM3,STORE11,LOC12,Completed,2,12.53
S5229,CUST1784,PROD149,D269,PM3,STORE16,LOC13,Cancelled,2,11.8
S5230,CUST1773,PROD103,D168,PM4,STORE8,LOC22,Pending,3,28.12
S5231,CUST1953,PROD149,D89,PM5,STORE21,LOC42,Returned,1,14.05
S5232,CUST1154,PROD114,D27,PM3,STORE17,LOC30,Cancelled,4,0.48
S5233,CUST1849,PROD119,D181,PM5,STORE27,LOC34,Returned,3,16.53
S5234,CUST1165,PROD105,D114,PM1,STORE10,LOC32,Returned,2,21.16
S5235,CUST1801,PROD136,D27,PM5,STORE10,LOC15,Completed,2,1.94
S5236,CUST1686,PROD134,D330,PM3,STORE26,LOC39,Returned,4,17.78
S5237,CUST1226,PROD177,D290,PM3,STORE3,LOC35,Completed,2,20.93
S5238,CUST1934,PROD194,D136,PM4,STORE16,LOC41,Completed,3,24.48
S5239,CUST1500,PROD133,D58,PM3,STORE26,LOC36,Returned,1,25.62
S5240,CUST1103,PROD148,D44,PM1,STORE6,LOC2,Pending,4,25.72
S5241,CUST1443,PROD156,D225,PM3,STORE3,LOC14,Returned,3,25.65
S5242,CUST1722,PROD126,D358,PM1,STORE12,LOC45,Completed,2,4.6
S5243,CUST1288,PROD150,D289,PM4,STORE10,LOC45,Completed,1,5.94
S5244,CUST1498,PROD173,D313,PM4,STORE20,LOC33,Completed,1,0.97
S5245,CUST1259,PROD147,D360,PM5,STORE28,LOC19,Pending,2,13.43
S5246,CUST1109,PROD177,D1,PM5,STORE21,LOC38,Returned,3,3.55
S5247,CUST1848,PROD107,D348,PM1,STORE16,LOC21,Cancelled,3,27.31
S5248,CUST1167,PROD193,D70,PM3,STORE28,LOC4,Completed,2,23.84
S5249,CUST1765,PROD116,D231,PM1,STORE22,LOC1,Completed,4,14.41
S5250,CUST1793,PROD194,D213,PM3,STORE24,LOC39,Pending,2,23.98
S5251,CUST1920,PROD188,D247,PM4,STORE4,LOC21,Cancelled,4,28.5
S5252,CUST1497,PROD148,D79,PM5,STORE15,LOC41,Cancelled,1,1.41
S5253,CUST1863,PROD105,D361,PM5,STORE9,LOC14,Cancelled,1,19.11
S5254,CUST1688,PROD143,D19,PM4,STORE14,LOC30,Cancelled,1,13.02
S5255,CUST1985,PROD133,D274,PM3,STORE26,LOC2,Pending,2,1.93
S5256,CUST1286,PROD113,D310,PM3,STORE25,LOC30,Completed,3,26.66
S5257,CUST1593,PROD155,D139,PM1,STORE24,LOC11,Returned,3,16.83
S5258,CUST1985,PROD198,D128,PM5,STORE3,LOC3,Returned,4,29.11
S5259,CUST1249,PROD184,D293,PM2,STORE14,LOC22,Cancelled,2,18.39
S5260,CUST1834,PROD139,D181,PM1,STORE13,LOC48,Cancelled,3,9.58
S5261,CUST1973,PROD120,D27,PM2,STORE18,LOC19,Returned,2,29.64
S5262,CUST1444,PROD198,D268,PM5,STORE12,LOC28,Returned,2,28.85
S5263,CUST1356,PROD138,D108,PM1,STORE13,LOC49,Cancelled,1,16.5
S5264,CUST1021,PROD145,D258,PM3,STORE23,LOC28,Pending,3,11.72
S5265,CUST1052,PROD122,D175,PM5,STORE14,LOC3,Cancelled,3,4.71
S5266,CUST1004,PROD145,D257,PM3,STORE25,LOC33,Completed,1,6.64
S5267,CUST1744,PROD151,D7,PM2,STORE27,LOC38,Returned,3,22.11
S5268,CUST1818,PROD199,D250,PM2,STORE28,LOC38,Pending,2,17.59
S5269,CUST1051,PROD105,D272,PM4,STORE19,LOC36,Pending,3,13.43
S5270,CUST1125,PROD170,D311,PM1,STORE8,LOC34,Completed,2,19.48
S5271,CUST1961,PROD138,D249,PM3,STORE15,LOC11,Cancelled,1,13.73
S5272,CUST1595,PROD135,D334,PM4,STORE29,LOC1,Cancelled,2,7.15
S5273,CUST1527,PROD102,D72,PM4,STORE5,LOC31,Returned,2,6.83
S5274,CUST1324,PROD114,D289,PM4,STORE28,LOC9,Returned,2,15.35
S5275,CUST1950,PROD117,D315,PM3,STORE24,LOC28,Pending,4,3.38
S5276,CUST1674,PROD132,D308,PM5,STORE18,LOC15,Cancelled,2,20.2
S5277,CUST1934,PROD119,D288,PM5,STORE16,LOC16,Returned,1,2.36
S5278,CUST1618,PROD170,D323,PM5,STORE16,LOC47,Pending,1,8.21
S5279,CUST1277,PROD161,D135,PM2,STORE8,LOC46,Pending,1,17.2
S5280,CUST1417,PROD177,D300,PM1,STORE5,LOC47,Pending,1,0.24
S5281,CUST1090,PROD140,D221,PM4,STORE30,LOC47,Completed,4,14.95
S5282,CUST1121,PROD142,D348,PM5,STORE29,LOC30,Completed,4,23.09
S5283,CUST1877,PROD118,D226,PM4,STORE23,LOC45,Cancelled,4,22.97
S5284,CUST1131,PROD122,D309,PM2,STORE3,LOC5,Pending,4,25.51
S5285,CUST1877,PROD129,D244,PM4,STORE26,LOC29,Pending,4,5.88
S5286,CUST1313,PROD197,D261,PM2,STORE2,LOC23,Cancelled,3,26.86
S5287,CUST1894,PROD160,D151,PM2,STORE7,LOC13,Returned,4,11.28
S5288,CUST1901,PROD177,D6,PM5,STORE30,LOC2,Completed,4,4.31
S5289,CUST1156,PROD186,D329,PM4,STORE3,LOC36,Cancelled,1,19.3
S5290,CUST1621,PROD105,D305,PM3,STORE1,LOC35,Returned,2,24.96
S5291,CUST1363,PROD135,D11,PM2,STORE7,LOC19,Cancelled,3,13.37
S5292,CUST1021,PROD112,D140,PM1,STORE3,LOC9,Returned,3,6.0
S5293,CUST1492,PROD185,D349,PM1,STORE10,LOC8,Returned,2,21.03
S5294,CUST1563,PROD157,D163,PM5,STORE15,LOC35,Cancelled,1,21.14
S5295,CUST1547,PROD155,D183,PM2,STORE21,LOC27,Cancelled,1,29.29
S5296,CUST1133,PROD139,D57,PM2,STORE8,LOC11,Cancelled,2,28.48
S5297,CUST1057,PROD135,D316,PM3,STORE6,LOC42,Cancelled,3,27.12
S5298,CUST1709,PROD123,D126,PM5,STORE29,LOC21,Pending,4,8.18
S5299,CUST1379,PROD146,D162,PM4,STORE26,LOC48,Returned,4,2.23
S5300,CUST1440,PROD152,D324,PM3,STORE1,LOC23,Cancelled,2,9.79
S5301,CUST1566,PROD196,D140,PM5,STORE27,LOC50,Pending,1,13.84
S5302,CUST1573,PROD124,D24,PM3,STORE13,LOC32,Completed,1,2.43
S5303,CUST1635,PROD168,D52,PM4,STORE3,LOC12,Pending,4,19.34
S5304,CUST1058,PROD148,D316,PM3,STORE14,LOC20,Pending,2,20.65
S5305,CUST1701,PROD110,D285,PM1,STORE23,LOC27,Cancelled,2,3.59
S5306,CUST1945,PROD180,D232,PM1,STORE26,LOC9,Completed,3,3.06
S5307,CUST1501,PROD168,D309,PM3,STORE22,LOC33,Returned,4,29.91
S5308,CUST1220,PROD120,D73,PM3,STORE24,LOC49,Completed,1,7.74
S5309,CUST1652,PROD110,D50,PM3,STORE10,LOC42,Pending,3,18.4
S5310,CUST1307,PROD169,D144,PM3,STORE6,LOC7,Cancelled,3,21.59
S5311,CUST1265,PROD127,D124,PM3,STORE18,LOC31,Cancelled,4,24.61
S5312,CUST1839,PROD133,D324,PM2,STORE23,LOC21,Cancelled,1,19.31
S5313,CUST1202,PROD152,D342,PM4,STORE17,LOC15,Pending,4,15.11
S5314,CUST1208,PROD191,D206,PM5,STORE9,LOC20,Completed,4,14.13
S5315,CUST1844,PROD192,D166,PM3,STORE6,LOC40,Pending,4,15.05
S5316,CUST1237,PROD132,D27,PM1,STORE5,LOC17,Completed,4,18.24
S5317,CUST1466,PROD148,D254,PM2,STORE23,LOC32,Completed,2,15.02
S5318,CUST1170,PROD188,D117,PM1,STORE12,LOC22,Pending,1,23.65
S5319,CUST1311,PROD100,D124,PM5,STORE2,LOC45,Returned,3,4.6
S5320,CUST1280,PROD174,D244,PM2,STORE5,LOC10,Pending,1,4.84
S5321,CUST1321,PROD143,D282,PM5,STORE21,LOC42,Pending,2,16.98
S5322,CUST1000,PROD180,D173,PM3,STORE8,LOC9,Completed,4,24.36
S5323,CUST1608,PROD120,D270,PM5,STORE16,LOC13,Completed,2,27.48
S5324,CUST1695,PROD138,D249,PM5,STORE19,LOC3,Returned,3,24.26
S5325,CUST1870,PROD180,D262,PM1,STORE2,LOC25,Pending,1,24.56
S5326,CUST1296,PROD100,D241,PM3,STORE14,LOC15,Pending,4,8.44
S5327,CUST1733,PROD121,D228,PM1,STORE12,LOC9,Returned,3,5.84
S5328,CUST1767,PROD182,D254,PM2,STORE29,LOC14,Returned,3,21.39
S5329,CUST1661,PROD136,D205,PM3,STORE15,LOC49,Pending,1,0.97
S5330,CUST1992,PROD162,D111,PM3,STORE9,LOC30,Returned,2,23.45
S5331,CUST1628,PROD180,D235,PM5,STORE8,LOC31,Cancelled,2,19.45
S5332,CUST1316,PROD161,D240,PM4,STORE17,LOC11,Pending,4,6.87
S5333,CUST1369,PROD137,D122,PM3,STORE4,LOC18,Cancelled,4,0.97
S5334,CUST1127,PROD171,D163,PM1,STORE5,LOC3,Cancelled,3,15.27
S5335,CUST1567,PROD133,D158,PM1,STORE28,LOC44,Cancelled,2,28.05
S5336,CUST1870,PROD139,D140,PM5,STORE18,LOC17,Cancelled,3,16.73
S5337,CUST1937,PROD135,D320,PM1,STORE15,LOC1,Pending,1,14.64
S5338,CUST1116,PROD154,D351,PM5,STORE3,LOC23,Pending,1,12.39
S5339,CUST1006,PROD183,D163,PM2,STORE12,LOC40,Cancelled,2,23.17
S5340,CUST1004,PROD178,D196,PM1,STORE19,LOC7,Pending,4,17.59
S5341,CUST1100,PROD100,D204,PM3,STORE30,LOC22,Cancelled,2,27.34
S5342,CUST1941,PROD115,D189,PM2,STORE15,LOC37,Pending,3,24.77
S5343,CUST1337,PROD113,D317,PM3,STORE30,LOC4,Cancelled,4,22.52
S5344,CUST1835,PROD120,D7,PM2,STORE7,LOC23,Completed,4,14.74
S5345,CUST1890,PROD188,D68,PM4,STORE10,LOC15,Returned,1,16.65
S5346,CUST1446,PROD167,D250,PM5,STORE1,LOC8,Completed,1,20.59
S5347,CUST1670,PROD178,D63,PM4,STORE14,LOC27,Cancelled,1,1.21
S5348,CUST1700,PROD190,D316,PM2,STORE30,LOC7,Returned,3,7.32
S5349,CUST1930,PROD101,D154,PM4,STORE13,LOC32,Cancelled,3,4.75
S5350,CUST1995,PROD153,D11,PM4,STORE11,LOC19,Completed,4,3.1
S5351,CUST1849,PROD192,D132,PM1,STORE21,LOC21,Returned,3,24.39
S5352,CUST1656,PROD143,D185,PM4,STORE12,LOC6,Completed,1,14.03
S5353,CUST1295,PROD143,D324,PM3,STORE6,LOC11,Completed,2,29.83
S5354,CUST1142,PROD185,D252,PM4,STORE17,LOC13,Cancelled,1,4.46
S5355,CUST1049,PROD199,D194,PM3,STORE2,LOC44,Completed,2,15.44
S5356,CUST1706,PROD147,D306,PM3,STORE23,LOC15,Completed,3,20.41
S5357,CUST1793,PROD118,D251,PM4,STORE19,LOC46,Cancelled,3,1.33
S5358,CUST1796,PROD182,D6,PM4,STORE1,LOC1,Cancelled,3,2.71
S5359,CUST1411,PROD158,D43,PM2,STORE16,LOC5,Completed,3,7.99
S5360,CUST1081,PROD137,D328,PM5,STORE6,LOC50,Cancelled,1,26.69
S5361,CUST1236,PROD185,D204,PM5,STORE8,LOC47,Returned,3,7.77
S5362,CUST1659,PROD108,D338,PM4,STORE5,LOC12,Returned,1,19.11
S5363,CUST1828,PROD176,D100,PM5,STORE14,LOC48,Cancelled,4,10.66
S5364,CUST1087,PROD194,D355,PM5,STORE3,LOC40,Cancelled,1,26.61
S5365,CUST1668,PROD140,D365,PM4,STORE2,LOC3,Returned,4,11.27
S5366,CUST1555,PROD157,D223,PM3,STORE3,LOC12,Pending,3,18.4
S5367,CUST1590,PROD102,D203,PM3,STORE10,LOC25,Cancelled,2,3.14
S5368,CUST1602,PROD100,D91,PM3,STORE12,LOC17,Pending,4,11.76
S5369,CUST1515,PROD121,D168,PM1,STORE15,LOC11,Cancelled,2,8.82
S5370,CUST1680,PROD155,D47,PM1,STORE10,LOC27,Pending,3,17.39
S5371,CUST1536,PROD132,D129,PM3,STORE1,LOC15,Cancelled,3,28.33
S5372,CUST1378,PROD180,D330,PM1,STORE10,LOC22,Returned,3,19.76
S5373,CUST1025,PROD115,D137,PM5,STORE21,LOC10,Cancelled,1,27.15
S5374,CUST1431,PROD140,D329,PM3,STORE9,LOC50,Completed,3,2.09
S5375,CUST1147,PROD128,D322,PM5,STORE19,LOC20,Returned,2,28.22
S5376,CUST1596,PROD152,D72,PM3,STORE10,LOC47,Completed,4,19.8
S5377,CUST1242,PROD145,D323,PM1,STORE2,LOC40,Cancelled,2,8.1
S5378,CUST1236,PROD191,D86,PM4,STORE24,LOC45,Cancelled,3,0.69
S5379,CUST1333,PROD163,D9,PM1,STORE12,LOC24,Returned,2,12.81
S5380,CUST1719,PROD153,D282,PM2,STORE8,LOC42,Pending,4,29.2
S5381,CUST1043,PROD140,D307,PM1,STORE15,LOC15,Cancelled,1,12.6
S5382,CUST1893,PROD152,D124,PM2,STORE1,LOC30,Cancelled,1,23.08
S5383,CUST1324,PROD144,D338,PM5,STORE1,LOC21,Pending,3,3.42
S5384,CUST1459,PROD185,D7,PM4,STORE7,LOC12,Completed,1,3.88
S5385,CUST1782,PROD167,D172,PM5,STORE18,LOC8,Cancelled,1,0.13
S5386,CUST1056,PROD157,D125,PM5,STORE14,LOC48,Pending,2,8.9
S5387,CUST1177,PROD106,D83,PM1,STORE4,LOC14,Returned,2,3.73
S5388,CUST1259,PROD184,D4,PM4,STORE5,LOC42,Completed,1,19.57
S5389,CUST1412,PROD126,D70,PM5,STORE8,LOC1,Pending,2,20.31
S5390,CUST1722,PROD189,D330,PM2,STORE23,LOC41,Pending,2,14.44
S5391,CUST1201,PROD128,D238,PM4,STORE8,LOC41,Completed,2,7.0
S5392,CUST1974,PROD131,D360,PM1,STORE21,LOC42,Pending,4,4.1
S5393,CUST1256,PROD164,D295,PM4,STORE10,LOC23,Returned,3,9.52
S5394,CUST1603,PROD190,D17,PM5,STORE17,LOC9,Completed,3,3.14
S5395,CUST1635,PROD114,D279,PM4,STORE5,LOC31,Completed,4,28.3
S5396,CUST1538,PROD126,D74,PM2,STORE4,LOC41,Pending,4,15.18
S5397,CUST1099,PROD132,D230,PM5,STORE14,LOC5,Pending,1,7.54
S5398,CUST1102,PROD192,D74,PM4,STORE28,LOC20,Pending,1,15.2
S5399,CUST1198,PROD119,D14,PM3,STORE14,LOC45,Returned,4,0.94
S5400,CUST1555,PROD151,D271,PM2,STORE2,LOC2,Completed,2,0.74
S5401,CUST1143,PROD121,D209,PM1,STORE25,LOC7,Returned,4,22.78
S5402,CUST1724,PROD140,D216,PM5,STORE13,LOC32,Pending,1,1.28
S5403,CUST1047,PROD152,D320,PM1,STORE28,LOC2,Completed,2,21.09
S5404,CUST1789,PROD145,D127,PM5,STORE16,LOC43,Cancelled,2,5.71
S5405,CUST1664,PROD106,D364,PM2,STORE22,LOC11,Pending,4,8.91
S5406,CUST1177,PROD139,D202,PM3,STORE6,LOC39,Returned,2,14.43
S5407,CUST1315,PROD139,D297,PM4,STORE16,LOC13,Returned,2,1.53
S5408,CUST1226,PROD156,D168,PM1,STORE5,LOC46,Pending,2,28.09
S5409,CUST1000,PROD108,D127,PM5,STORE10,LOC49,Completed,1,2.5
S5410,CUST1127,PROD149,D106,PM2,STORE30,LOC34,Cancelled,3,9.79
S5411,CUST1887,PROD162,D284,PM4,STORE23,LOC32,Returned,4,13.25
S5412,CUST1349,PROD136,D182,PM2,STORE14,LOC39,Pending,1,23.64
