PREMISE_ID,LOCATION_ID,CONSTRUCTION_ID,DEVELOPER_ID,COMPETITOR_ID,PROJECT_STATUS_ID,COMPLIANCE_ID,EXISTING_STORE_ID,RENT,RENT_ESCALATION,CAPEX,TARGETED_CUSTOMERS,MANAGEMENT_FEES,TAXES,LEASE_TERM,DECISION_OUTCOME,PREDICTED_ANNUAL_SALES,PREDICTED_DAILY_ORDERS,AVERAGE_TICKET_SIZE,EARLY_TERMINATION_TERMS,PREDICTED_GROSS_PROFITS,PREDICTED_SGA_EXPENSES
349,41,4,18,8,3,5,17,35159.94,0.04,1426174.16,68944,4776.33,12513.6,3,Rejected,168458.72,3785,178.19,1 year penalty,1630622.78,468610.2
350,1,17,23,3,1,2,25,38956.06,0.04,3656572.13,4299,5279.34,2436.98,5,Pending,2533818.61,2806,55.45,1 year penalty,157693.13,366076.74
351,19,16,17,2,4,3,10,22807.39,0.04,238108.08,48903,5222.49,5661.7,7,Rejected,2230525.21,2349,32.1,1 year penalty,475788.82,289746.35
352,1,1,13,15,3,2,21,48372.76,0.03,279650.4,93915,1360.82,3782.98,3,Rejected,1766840.57,114,151.11,1 year penalty,1436028.91,499195.83
353,48,7,17,13,2,3,25,9809.02,0.04,4902307.12,93584,5213.61,10404.01,9,Pending,1721487.37,2653,20.2,6 months notice,1771402.04,335298.11
354,3,8,20,1,2,2,18,21095.01,0.02,4706853.04,10458,6922.64,4761.1,1,Approved,3094040.4,4304,35.3,1 year penalty,1675393.66,192249.03
355,12,17,21,11,1,5,7,48940.87,0.06,3735871.58,52992,4226.76,1393.64,2,Pending,795832.75,1212,105.93,6 months notice,162624.61,137510.79
356,16,2,6,2,5,4,9,32389.25,0.02,2922092.49,31475,8836.45,2589.78,7,Rejected,3670584.35,1269,129.78,6 months notice,1799302.44,399830.01
357,33,11,12,14,3,5,17,42789.52,0.05,2615734.13,45628,5082.54,13859.25,2,Pending,4924691.15,4615,163.93,6 months notice,1853105.46,107738.1
358,32,4,24,5,1,1,7,38129.88,0.06,4105621.1,49862,3116.08,14755.18,9,Approved,3758027.92,4437,195.84,None,383810.97,480145.09
359,1,18,27,4,4,4,9,40446.41,0.1,2434980.28,43085,9627.97,1311.81,8,Rejected,1185280.48,347,107.35,None,90630.09,444487.69
360,12,4,6,7,3,3,11,10420.84,0.01,1899923.87,97794,5359.54,4097.88,6,Approved,4367646.98,1505,107.89,None,652731.68,136948.17
361,35,10,28,6,2,5,5,45546.14,0.06,1795035.45,6420,7329.37,6147.61,5,Approved,3727972.37,1414,29.33,None,869423.1,249714.44
362,19,10,6,5,4,3,5,33479.0,0.09,4329562.9,46504,1230.55,4582.08,5,Approved,665750.82,2534,29.55,6 months notice,1299934.47,406404.18
363,42,13,19,15,1,5,18,48978.83,0.02,3257809.68,46205,8548.91,2425.68,8,Pending,2678154.34,983,98.55,None,316228.87,261489.18
364,4,6,26,11,1,1,4,42864.39,0.03,3917506.49,41084,8640.81,5460.2,9,Pending,4316861.17,3307,105.85,None,1111798.68,475850.01
365,3,17,20,8,1,5,4,25663.69,0.07,859213.11,24291,4853.18,9068.23,4,Pending,4575939.93,3000,147.08,6 months notice,1802369.55,242826.09
366,34,19,29,10,2,3,25,20283.81,0.08,1676261.3,31662,6640.46,4307.09,4,Pending,3539408.28,430,142.93,1 year penalty,1370416.24,368730.47
367,22,11,21,9,4,1,24,49969.5,0.04,2955686.85,96552,7702.0,4370.87,9,Approved,2258811.47,3810,197.31,1 year penalty,700672.19,364231.44
368,43,1,12,5,2,2,9,43814.84,0.03,643471.57,91506,9779.47,2006.73,5,Approved,3888313.71,878,165.12,None,932176.0,141441.67
369,22,3,18,6,4,5,17,40617.05,0.02,479214.58,2306,1360.96,11901.89,9,Pending,3819080.98,2260,126.17,None,1448009.9,275125.37
370,32,2,6,8,3,4,25,37908.61,0.04,833661.34,87575,8814.02,7017.71,1,Rejected,2766941.08,1264,167.48,6 months notice,978901.65,39239.14
371,47,10,16,7,4,4,21,42306.29,0.04,3228533.83,38780,3298.26,12356.62,9,Pending,4493214.45,1492,180.12,None,1083217.51,233576.36
372,26,14,8,10,4,5,20,18461.37,0.1,4949169.29,91032,1494.4,9864.72,5,Approved,1514773.96,2307,22.68,6 months notice,1399532.4,497036.67
373,18,2,25,2,5,4,15,46578.68,0.09,4265829.35,89149,3694.17,12650.25,3,Approved,3014021.81,770,194.67,None,1363524.51,459686.53
374,14,10,15,13,4,1,18,7823.84,0.05,3498790.19,76260,9629.08,4867.56,7,Rejected,4798560.12,1105,148.79,6 months notice,1012060.43,415797.66
375,31,18,6,12,2,3,17,18549.22,0.02,1919319.26,14396,8174.87,7849.71,9,Pending,203942.07,3895,173.22,None,1399903.2,489630.09
376,46,19,14,1,5,3,16,41083.6,0.04,809432.36,14195,7979.06,10944.63,8,Pending,4257636.61,1099,161.09,6 months notice,1431824.89,151902.98
377,17,9,13,11,5,3,24,42995.66,0.07,3286737.12,47071,3477.81,4922.98,6,Rejected,2085205.52,1228,50.4,1 year penalty,1428316.6,84418.82
378,14,9,7,7,5,1,11,5586.68,0.01,2472709.95,71424,7786.58,4033.98,2,Approved,167583.66,2222,177.62,6 months notice,1623796.78,136341.42
379,9,5,20,14,1,1,6,5612.58,0.1,4340020.54,25137,4150.43,13546.87,5,Rejected,3253253.42,2116,54.24,None,858957.3,430030.1
380,39,7,8,10,2,3,13,21921.39,0.07,3896981.8,65661,7176.23,6576.25,7,Approved,4566819.45,318,196.36,1 year penalty,482485.73,481564.03
381,35,3,22,6,5,4,16,19500.26,0.05,2679667.62,78047,3366.18,7144.36,1,Pending,3775826.02,2754,75.25,1 year penalty,1072945.22,77597.87
382,13,9,24,11,4,5,3,7023.51,0.02,2608601.14,57757,2094.26,5964.52,6,Approved,1381074.51,4953,44.24,1 year penalty,1930844.89,154572.26
383,5,20,1,10,1,5,18,38525.83,0.05,222341.37,80135,2413.91,11364.02,5,Pending,1383142.02,468,71.57,1 year penalty,1922981.95,15587.17
384,1,9,13,9,5,5,2,41919.96,0.02,407218.87,2152,1754.6,3748.55,2,Rejected,3597350.06,522,53.22,6 months notice,1966744.17,55763.14
385,32,12,15,4,4,2,8,5492.88,0.09,1001161.41,26249,7775.35,5733.22,6,Rejected,543762.62,3169,56.33,None,128181.55,419094.63
386,9,4,14,12,1,2,6,29344.4,0.04,3155198.19,6562,7511.99,14349.06,7,Approved,337320.44,2092,127.27,None,629439.03,479319.21
387,14,1,25,6,1,1,6,27708.23,0.07,2120876.44,19704,7878.25,14461.02,1,Approved,2988910.78,3498,77.66,None,1830037.69,498306.15
388,35,19,28,3,5,1,13,32248.1,0.03,4442857.38,29273,3383.09,8349.75,6,Rejected,2698701.27,3989,189.58,6 months notice,1903342.11,125916.57
389,15,2,1,3,2,5,7,18241.43,0.02,4866121.26,31271,9411.35,2788.04,1,Approved,245896.48,2817,160.18,None,1760966.28,31774.64
390,18,8,21,13,1,5,18,12997.36,0.03,3759942.22,58025,7625.14,1996.04,4,Rejected,4409252.12,4166,170.36,1 year penalty,187456.43,386984.05
391,30,3,12,4,5,5,22,10787.16,0.04,3231993.73,12878,6134.47,12908.83,7,Pending,1629954.0,2046,140.25,6 months notice,429861.58,162099.94
392,18,20,23,11,2,5,3,42005.4,0.06,2413254.11,85843,5482.32,8585.56,9,Approved,2583104.96,4176,34.34,None,926640.76,356597.49
393,13,17,27,1,1,1,25,28939.65,0.03,1137363.27,64367,7568.41,5190.96,4,Pending,3171812.34,3702,185.81,None,1817898.73,162338.11
394,42,12,11,10,2,3,4,15755.1,0.02,4538204.8,68990,7280.11,14096.09,5,Approved,1516367.62,2625,84.17,1 year penalty,1655819.59,410416.48
395,34,2,26,4,1,3,6,35462.28,0.08,984287.11,73647,2177.78,3759.02,7,Pending,4863681.07,3016,37.89,None,207257.6,403708.45
396,29,17,15,2,2,5,17,31245.89,0.09,4504248.3,89785,7793.2,2606.11,2,Pending,862473.06,4442,180.76,1 year penalty,1691555.64,83357.48
397,1,1,12,13,3,5,21,29198.65,0.07,4405003.89,33424,8178.77,8497.56,2,Pending,975919.35,3788,74.86,6 months notice,564346.52,184360.62
398,22,8,21,8,1,3,6,25760.56,0.08,663617.69,98528,6120.72,2232.5,6,Approved,965442.49,2775,115.29,1 year penalty,201692.21,451038.22
399,8,15,5,9,1,1,8,26867.42,0.08,2499519.08,81411,6731.28,13061.78,3,Approved,1990142.62,989,62.54,6 months notice,1425413.5,322686.56
400,44,2,28,15,3,2,17,39686.26,0.07,2893593.09,97438,7642.6,11624.59,9,Rejected,1344022.97,1746,188.49,6 months notice,532120.64,259551.86
401,28,5,20,12,4,3,8,11945.47,0.1,2348676.99,11634,8655.73,4743.97,3,Rejected,113500.85,1521,35.98,6 months notice,535446.27,403734.06
402,9,20,22,2,4,5,2,24695.02,0.1,542914.61,72474,4718.47,2210.7,6,Pending,2623251.89,3699,156.15,6 months notice,1678238.37,284796.39
403,8,4,26,15,2,2,12,22837.44,0.02,2245209.56,5021,2571.83,4140.46,8,Approved,3625057.23,728,147.43,6 months notice,1502920.57,200011.81
404,44,3,22,2,4,5,1,23710.61,0.08,2626778.92,27212,3054.16,5185.05,2,Rejected,4639197.82,3511,81.16,1 year penalty,1258733.3,210715.81
405,43,8,30,15,3,4,11,22550.57,0.07,534593.39,53355,2490.09,5835.39,6,Pending,1124242.54,1552,38.21,6 months notice,1840694.35,16977.59
406,31,9,16,8,3,4,21,21032.77,0.09,2976660.38,93182,4606.68,3004.53,1,Pending,1240533.47,2372,187.31,None,1237086.2,117365.05
407,25,18,26,10,4,4,24,11794.55,0.08,2937109.19,49907,7356.65,1752.38,7,Approved,3124744.4,2198,98.17,1 year penalty,1821709.99,453426.17
408,13,7,17,7,2,1,6,49295.35,0.03,4044322.42,68144,6295.28,2087.04,3,Approved,3346818.76,2746,161.67,6 months notice,545857.32,340138.07
409,6,7,1,2,1,4,16,47256.62,0.02,3301934.97,36087,7784.92,4896.14,2,Approved,3788562.29,1215,174.11,6 months notice,297655.96,291222.88
410,25,20,16,13,5,4,10,45262.13,0.04,3990115.72,29560,5167.66,13304.62,8,Approved,4264581.31,3691,122.27,6 months notice,972155.21,201054.34
411,31,11,6,9,3,4,4,30786.89,0.08,3230176.7,12229,4397.75,7135.12,5,Approved,2818592.48,4083,193.19,6 months notice,1334489.25,151639.21
412,11,18,2,1,5,5,18,34315.18,0.06,4521921.14,27220,1857.42,4287.92,6,Pending,1539501.02,2335,193.38,None,569544.59,390960.45
413,2,6,6,15,1,5,24,37536.43,0.07,2746665.97,43544,7545.94,7599.29,3,Approved,4128765.66,3701,112.68,1 year penalty,1450858.26,106778.84
414,48,3,26,2,4,2,16,13471.79,0.05,3517396.25,2943,4763.22,2396.75,7,Pending,2620952.24,3523,135.31,None,1580098.81,138712.55
415,23,10,5,6,2,4,23,25977.03,0.09,2599361.8,54697,1812.5,5818.69,1,Approved,1478915.28,3526,162.44,6 months notice,1454006.76,402577.85
416,1,14,4,2,5,5,9,22378.81,0.05,4603392.55,76692,1287.84,14569.82,6,Pending,2441452.1,4452,22.17,6 months notice,1405911.34,154286.95
417,47,7,9,15,4,1,24,23200.83,0.03,3619725.22,76929,4421.65,2811.54,7,Pending,4831892.68,436,25.29,6 months notice,107671.88,103817.43
418,11,3,23,10,4,2,23,44522.74,0.09,1934950.95,97921,9907.83,2549.93,3,Pending,514071.43,4804,87.66,None,1644742.78,287531.97
419,10,17,29,13,1,5,16,21412.96,0.04,515199.02,49102,2564.35,5168.47,4,Approved,1152452.88,3282,89.99,None,1842108.28,419963.42
420,42,20,12,4,5,4,11,36757.89,0.05,117458.56,19816,4824.05,5949.21,9,Approved,401124.25,2993,56.08,6 months notice,1177454.86,218494.72
421,15,6,1,2,4,4,22,32783.92,0.06,3170480.93,47303,4712.07,10555.08,8,Pending,4523995.49,385,177.45,6 months notice,881267.81,405312.8
422,42,13,16,6,1,1,11,27444.51,0.02,1605835.52,20710,7814.82,1890.37,5,Rejected,2510869.03,1503,140.59,1 year penalty,825972.75,182011.42
423,42,12,19,9,2,3,21,39766.16,0.02,3359039.99,21863,2626.43,8065.47,6,Pending,346461.72,2955,163.07,1 year penalty,1722448.26,287598.94
424,37,3,23,14,4,4,5,6748.49,0.1,1699266.49,91398,9727.14,10612.79,3,Approved,3838137.75,2837,112.2,None,1307898.9,443472.99
425,27,9,22,11,4,5,22,30596.76,0.08,1032187.62,7120,2809.97,5967.01,2,Pending,476057.77,2774,73.93,1 year penalty,1832707.76,457278.67
426,10,16,30,9,4,2,3,23850.75,0.03,4910518.45,12485,7674.23,4298.01,4,Approved,2754248.98,223,26.89,1 year penalty,92744.66,245946.86
427,15,20,28,5,4,2,25,44479.62,0.04,1022143.65,76424,7002.48,12100.64,8,Rejected,3179444.6,2378,39.62,1 year penalty,756859.61,327416.69
428,44,3,13,1,4,4,18,29834.87,0.01,2058754.03,49778,7231.64,9141.45,7,Pending,4967615.97,2787,156.17,1 year penalty,408011.91,159505.13
429,20,2,23,15,3,1,23,44852.31,0.03,2346484.45,58047,7519.25,4200.66,3,Approved,3397941.61,4360,42.63,6 months notice,777343.47,299065.26
430,13,15,14,9,1,2,3,27474.33,0.08,3809267.46,95798,4483.95,2664.12,6,Approved,231139.15,3043,181.44,None,1138125.08,37853.25
431,11,8,18,14,2,3,3,46234.89,0.08,3840408.25,70969,8209.7,10183.51,8,Pending,1531405.41,3176,101.75,6 months notice,1576665.26,411927.96
432,25,19,1,3,3,4,21,32509.89,0.03,709576.6,13008,1576.53,9244.31,3,Pending,1044525.91,3626,43.13,None,1006726.82,485614.08
433,50,3,24,5,5,3,16,6616.72,0.07,1972085.07,21661,7081.31,5642.84,6,Approved,138462.92,2438,23.81,1 year penalty,369201.93,26281.26
434,43,4,10,1,5,3,22,28897.03,0.01,4356132.53,14785,3907.43,9564.06,2,Rejected,3248764.79,4004,166.29,6 months notice,600501.82,108503.56
435,7,3,27,12,1,1,18,38044.43,0.1,2803183.54,71304,1175.74,3450.05,5,Pending,3766411.06,4768,135.24,6 months notice,1582442.99,452986.19
436,18,6,2,14,1,5,22,23251.44,0.03,492260.52,55153,8072.91,10737.62,4,Rejected,2617769.89,513,78.7,None,1476571.4,164499.49
437,29,11,13,5,2,3,14,16083.93,0.03,3402031.98,17311,7310.55,13194.76,1,Approved,3625703.76,2849,148.54,None,1018619.36,414040.61
438,19,4,14,10,1,4,10,28454.78,0.08,1534850.93,27437,7633.07,12253.2,7,Rejected,1391328.19,2876,111.45,1 year penalty,1226143.76,49709.93
439,25,17,12,2,2,5,16,29671.29,0.05,4912014.3,9491,2241.35,5245.58,8,Pending,3349678.99,775,150.21,6 months notice,1623149.55,174107.15
440,5,18,12,9,1,5,20,45452.83,0.07,1908616.15,89702,7472.73,3529.05,9,Pending,726394.92,796,56.43,6 months notice,1838341.65,157704.29
441,44,4,11,2,5,2,3,30181.09,0.04,1748533.22,70095,8997.33,6773.21,7,Approved,3665450.81,2602,137.69,6 months notice,708270.52,394114.58
442,44,9,25,8,3,2,5,11240.0,0.03,2080907.82,49395,7755.85,4594.06,7,Pending,4262289.0,4729,108.25,1 year penalty,1015211.32,414637.81
443,17,7,21,5,1,4,19,49849.19,0.06,668405.58,30912,6308.07,4909.56,7,Pending,2340826.49,3578,170.74,None,378337.47,361054.52
444,44,19,3,13,5,5,20,49046.88,0.07,4724064.05,33462,3672.18,2698.27,2,Approved,3817386.84,2055,148.48,None,957803.16,480510.87
445,8,18,5,12,3,2,20,10224.29,0.06,337507.2,3634,3400.93,13839.56,9,Pending,3657667.49,3339,129.9,6 months notice,200282.37,109511.17
446,38,14,1,1,5,3,18,47241.35,0.02,3903912.22,55119,4474.02,12216.08,6,Pending,634360.48,1925,20.92,6 months notice,268058.54,62015.1
447,31,1,15,14,1,3,23,39819.94,0.08,3761105.03,91098,2394.2,12053.03,4,Approved,707178.2,3447,133.73,6 months notice,1655053.57,232569.84
448,30,3,27,1,4,4,6,5137.54,0.04,4714224.27,2925,1508.63,10813.12,8,Approved,2869555.0,3296,127.84,None,1222718.04,315182.96
449,34,11,28,7,2,3,12,5680.24,0.06,1535720.11,10669,6409.25,7285.76,7,Rejected,2035037.7,3300,199.08,6 months notice,1041598.55,272681.85
450,1,19,15,12,4,3,6,29635.72,0.02,910363.75,79599,3285.55,2601.78,1,Pending,3157214.78,792,90.49,None,376330.49,372075.02
451,13,4,13,15,5,3,18,34249.69,0.04,1062287.49,36732,7894.75,1948.97,5,Approved,1238214.73,4126,140.13,None,506247.84,277736.64
452,32,17,14,14,2,4,12,17783.5,0.05,177844.79,86065,9415.02,1722.07,5,Pending,1944059.94,3466,56.27,1 year penalty,808029.14,236387.59
453,32,3,7,4,1,4,15,48258.63,0.04,202982.51,51710,4629.87,12619.75,5,Rejected,1936820.56,2737,181.94,1 year penalty,179066.28,19375.7
454,29,11,19,10,5,5,5,19075.85,0.03,3754799.09,25626,2087.0,6899.81,3,Rejected,951463.62,219,128.34,6 months notice,1357301.92,104705.84
455,48,12,22,7,5,5,25,33086.57,0.04,3446649.21,74615,6991.53,6641.78,4,Rejected,2299986.67,2826,84.58,1 year penalty,1090847.26,360356.64
456,45,9,6,5,5,1,6,28440.05,0.08,2249215.61,72960,4232.74,2661.54,7,Approved,1645840.42,53,33.91,6 months notice,1901586.53,210450.56
457,19,5,22,3,4,2,24,49309.65,0.02,4634539.96,96328,1616.58,5824.34,3,Approved,216144.85,1144,122.79,None,1684330.25,456594.8
458,46,18,17,8,2,5,5,11854.89,0.05,2716904.51,52589,3500.64,13796.16,6,Rejected,4280394.56,4272,47.61,None,1986321.83,171911.55
459,12,10,23,1,1,4,15,45462.68,0.05,303313.85,60428,1476.78,12768.84,4,Rejected,4185987.73,1762,92.64,1 year penalty,79837.0,68351.23
460,16,18,5,15,1,4,9,37902.69,0.07,4754261.16,51115,5517.42,1882.01,5,Approved,1392944.23,2529,47.28,None,458618.27,364026.26
461,50,19,6,3,4,3,21,41313.57,0.1,3635138.54,90491,8143.28,14997.13,8,Pending,1826634.77,601,155.96,None,861268.07,340034.31
462,25,12,4,11,5,3,17,11792.4,0.01,134990.92,84485,2384.27,14162.53,8,Pending,4849202.71,1277,36.04,1 year penalty,1975164.49,414083.1
463,34,5,29,10,3,5,23,7106.58,0.04,2269765.03,64615,5682.79,12235.82,5,Approved,3548166.15,4876,64.78,1 year penalty,1412102.25,362125.97
464,2,8,1,11,5,1,25,15158.4,0.03,2430038.75,16317,5666.53,13798.9,6,Pending,4033287.27,2457,190.52,1 year penalty,1093169.98,143385.21
465,1,7,27,7,1,1,23,35009.57,0.02,2484528.63,76774,4524.33,5283.08,6,Approved,1454965.68,3683,172.06,6 months notice,625728.77,486041.33
466,31,10,11,1,4,3,16,44386.51,0.1,2117511.17,81741,8152.38,7511.83,4,Approved,4152959.94,1324,89.2,1 year penalty,1426195.62,308103.95
467,28,10,26,15,2,4,25,28619.85,0.1,4558440.96,24393,2560.57,10171.19,1,Approved,4136051.5,1254,147.39,6 months notice,986500.09,415866.12
468,16,14,6,4,1,2,13,8169.63,0.05,1430483.09,9678,2866.19,7695.7,6,Pending,4655108.24,690,44.01,None,1363041.2,317476.1
469,3,19,14,2,5,2,13,48599.25,0.04,2093162.12,99496,9462.89,1373.26,2,Pending,4635538.68,3021,64.74,6 months notice,1547652.36,126703.78
470,7,11,8,14,2,2,19,14708.17,0.06,861584.51,5219,7463.35,7640.73,9,Rejected,1508200.99,4245,31.58,6 months notice,276783.83,425563.56
471,28,18,16,11,4,3,4,21834.51,0.1,2107799.2,38696,8681.38,11594.14,1,Pending,4153035.96,1644,166.66,6 months notice,1289148.83,32214.26
472,31,11,12,4,1,3,12,46105.42,0.05,1851982.46,37083,8697.21,6890.01,7,Approved,2122568.8,2696,195.94,6 months notice,361057.29,206832.19
473,37,19,10,13,1,5,10,23014.89,0.07,3041605.0,21158,7584.8,14704.73,8,Rejected,2076370.25,2678,129.36,None,711000.66,229953.08
474,36,10,11,12,3,5,23,29992.64,0.07,2263817.1,51708,5431.29,10734.17,8,Pending,4343873.49,2237,99.26,6 months notice,1817383.77,446114.4
475,50,13,6,10,4,4,25,27096.44,0.08,1048605.17,55727,6479.43,1028.01,9,Rejected,4435009.79,3461,25.13,6 months notice,459831.83,350241.24
476,35,8,11,9,3,1,4,31894.96,0.03,4761644.68,98079,2831.18,10686.74,4,Rejected,2592213.16,4244,59.86,None,1801079.5,34214.62
477,41,2,21,3,5,5,1,37280.25,0.05,1991635.71,71325,4888.1,13445.32,8,Pending,887615.94,3258,98.43,1 year penalty,1013414.63,436680.18
478,43,14,19,11,5,4,1,38291.86,0.04,2724595.69,38338,7757.42,9600.1,9,Rejected,577418.22,808,169.2,None,931147.9,375454.68
479,18,5,19,15,4,3,6,8947.03,0.06,4895395.67,8175,1102.02,9898.68,8,Rejected,4594535.15,274,129.13,None,1765532.53,231143.97
480,19,1,8,4,4,3,7,35996.83,0.06,1275028.08,66507,7999.45,1382.06,7,Approved,4315538.49,1244,56.64,6 months notice,265910.75,335764.75
481,24,12,13,3,4,3,25,7951.0,0.06,1055587.8,20771,8321.55,7836.76,3,Rejected,2317071.89,3055,127.67,1 year penalty,279294.68,132169.82
482,40,11,20,2,4,3,20,44543.27,0.02,2116830.64,50438,8883.32,6742.79,9,Pending,2023348.04,1720,74.73,None,1779852.3,42746.65
483,36,10,23,6,2,1,25,23094.82,0.04,3934349.85,41851,5903.41,10079.87,4,Approved,470566.2,739,132.09,None,141521.49,352257.59
484,38,5,25,14,4,4,17,13094.16,0.05,4836158.55,87629,1572.78,1313.09,5,Approved,1719764.98,3279,28.02,6 months notice,451656.9,463506.91
485,12,19,18,14,3,2,9,7880.44,0.08,2103254.76,62159,5776.4,10900.96,5,Approved,631279.38,4868,172.35,6 months notice,803598.23,54069.99
486,17,3,4,7,4,5,5,40204.85,0.03,3093058.2,59246,4565.75,13720.37,3,Approved,4416701.82,3510,50.63,None,196761.47,292486.96
487,31,16,23,12,4,4,23,35819.46,0.1,4680484.18,37884,7550.82,10257.68,7,Rejected,4598337.95,3963,189.25,1 year penalty,743489.98,477780.04
488,43,18,5,3,1,3,10,14050.0,0.01,3817956.27,78267,2928.81,1269.96,4,Pending,232385.93,4092,132.25,6 months notice,768371.84,345735.19
489,39,13,26,7,5,2,17,32838.74,0.02,3976595.03,28090,3094.75,9017.97,9,Pending,3998975.7,2072,69.76,None,1395888.79,442588.0
490,15,7,18,11,2,1,25,23685.88,0.06,4184897.52,28816,1890.29,14812.3,7,Approved,4436453.19,2687,122.69,1 year penalty,355479.51,272688.0
491,20,14,13,14,4,1,5,36114.49,0.02,4872925.36,61608,8683.02,6454.73,6,Pending,2369357.41,343,41.94,1 year penalty,279853.79,479141.72
492,50,16,17,10,3,5,7,5567.32,0.02,2859982.05,16888,8343.55,8675.66,3,Pending,1551721.3,4283,164.75,None,969229.87,487399.65
493,5,1,30,9,4,5,14,47204.05,0.07,3922041.02,51768,7215.9,10875.33,9,Approved,3982968.68,65,21.27,6 months notice,1308152.14,129540.36
494,46,5,3,10,4,3,10,23464.64,0.1,2623353.97,83449,6000.53,7838.57,9,Approved,1837583.12,3228,111.75,None,645216.33,98803.08
495,5,5,10,10,1,2,9,21106.14,0.05,879917.23,70362,6489.35,9645.25,1,Pending,1602856.92,1535,74.55,6 months notice,1750312.98,114863.14
496,37,10,14,2,2,3,18,32826.35,0.05,2011417.54,15794,5202.49,6674.54,3,Rejected,3154154.79,2975,91.24,1 year penalty,770680.58,117471.28
497,31,20,1,12,4,3,7,27121.02,0.06,2706594.29,75864,3605.82,5178.3,9,Rejected,1716165.58,2085,73.0,None,1549594.36,349063.8
498,20,15,18,1,2,1,12,17922.5,0.01,146137.48,90959,1160.28,14109.4,8,Approved,2477453.88,2377,153.41,None,1695802.07,302068.6
499,32,19,28,7,1,3,12,10373.36,0.05,3749831.14,84428,8584.93,1979.07,9,Pending,4007537.83,731,176.37,1 year penalty,1979546.45,354395.61
500,49,6,26,7,5,4,25,48292.96,0.1,806595.1,12724,9109.37,11004.86,1,Rejected,419392.29,3895,62.05,6 months notice,583744.38,476731.51
501,17,17,8,12,5,1,10,22226.41,0.03,2155142.08,9027,7706.72,14214.62,5,Pending,4355074.44,4857,192.83,1 year penalty,1169805.26,28124.64
502,16,19,19,12,4,3,10,46100.16,0.04,3377399.6,38341,5143.62,8425.42,9,Pending,1480259.83,1013,69.97,1 year penalty,562407.24,417043.54
503,42,14,19,7,4,1,17,17419.53,0.1,144299.4,51869,5333.65,4086.94,4,Rejected,4939267.08,1111,78.52,6 months notice,640972.87,355864.81
504,34,15,23,4,5,4,18,21967.06,0.08,4635373.52,19791,5666.42,4503.08,7,Approved,515670.18,3695,45.44,None,448876.33,498224.98
505,31,2,22,13,2,2,17,25618.61,0.05,4625971.98,15187,5306.87,1899.29,3,Approved,2804576.3,4437,81.08,6 months notice,974213.8,305129.32
506,16,10,25,2,5,4,21,17014.23,0.06,3345931.75,90711,9952.18,2138.1,8,Pending,872907.23,500,140.41,6 months notice,930684.75,162173.24
507,25,20,16,11,5,5,22,25120.87,0.01,3174269.23,30301,1777.95,9429.97,1,Pending,951480.59,2173,175.55,6 months notice,1675301.01,403269.36
508,15,18,21,12,3,4,25,7713.33,0.01,3797876.56,50782,1127.68,2935.61,4,Approved,1702781.99,796,156.82,None,667683.71,132942.28
509,30,9,14,6,5,4,13,23589.69,0.08,1927974.28,9117,2935.61,14538.56,6,Pending,4330164.18,1834,41.08,6 months notice,878711.24,461803.82
510,50,18,30,13,5,5,11,12591.92,0.03,2951770.13,96723,4596.76,13462.96,4,Rejected,4918827.57,2911,77.52,6 months notice,1801761.29,417729.07
511,20,16,4,2,2,2,11,16222.44,0.01,4163566.45,3412,8905.46,7674.71,9,Approved,2005236.58,4105,199.01,6 months notice,861151.92,430496.3
512,22,4,18,12,1,3,15,36309.18,0.01,4477073.02,4599,3437.68,6488.42,3,Pending,1978885.58,3290,180.02,6 months notice,252100.52,377426.65
513,36,20,26,14,1,3,24,34907.97,0.05,699891.45,11523,3356.85,13802.83,1,Rejected,3054992.13,4696,25.26,1 year penalty,1140890.26,149139.55
514,45,8,1,15,2,5,12,12940.1,0.05,2296676.8,18648,5637.3,12511.85,4,Pending,2457027.64,2181,40.52,1 year penalty,276642.83,113545.64
515,17,7,8,15,1,3,13,22790.91,0.09,4468767.92,39652,1338.55,9165.29,7,Approved,1336025.89,2828,35.5,6 months notice,1456861.45,39553.92
516,31,18,4,4,5,1,6,31027.68,0.04,250854.03,8443,8340.69,9845.18,5,Rejected,1214734.4,1213,162.87,1 year penalty,1071875.73,389945.68
517,26,9,12,10,3,1,5,22058.95,0.08,2023664.22,94798,8675.44,10172.27,5,Rejected,4615617.9,2189,87.86,1 year penalty,473114.83,156466.09
518,29,11,25,13,4,2,16,10280.1,0.03,3134221.51,86065,1341.36,3621.37,6,Pending,851890.64,3092,163.57,6 months notice,1974206.25,285799.25
519,43,14,8,14,2,4,16,36673.29,0.07,2758889.27,78552,6075.99,10380.77,9,Rejected,935380.75,3431,20.64,None,803536.13,43031.37
520,24,19,28,8,2,2,14,34316.16,0.05,4776174.08,86918,8695.63,8159.03,1,Pending,3839502.36,3288,49.96,None,1732959.16,217128.28
521,22,14,29,5,2,5,23,42648.89,0.05,4205591.57,89098,5251.14,5635.06,2,Approved,4898726.77,3846,100.9,6 months notice,1882657.07,150075.32
522,11,19,23,13,5,1,6,33932.06,0.07,3311004.07,1485,6408.01,7864.54,6,Pending,470536.83,2278,83.51,1 year penalty,416004.91,401505.84
523,20,5,16,9,4,2,21,49074.4,0.07,1045371.04,12063,4715.88,9233.03,1,Approved,4072779.51,377,95.1,1 year penalty,1403967.9,134798.85
