transaction_id,product_id,warehouse_id,supplier_id,date_id,transaction_type,quantity
4617,81,6,30,279,IN,228
4618,95,21,29,209,ADJUSTMENT,162
4619,88,6,7,357,OUT,283
4620,72,11,10,9,ADJUSTMENT,387
4621,3,6,1,129,OUT,318
4622,83,17,18,195,OUT,386
4623,59,2,15,222,OUT,444
4624,80,12,8,192,ADJUSTMENT,358
4625,75,9,24,328,IN,108
4626,83,11,18,105,ADJUSTMENT,223
4627,28,21,30,46,IN,284
4628,87,22,14,330,OUT,431
4629,42,18,6,146,ADJUSTMENT,463
4630,47,3,21,336,OUT,344
4631,93,24,4,107,OUT,83
4632,10,19,7,197,ADJUSTMENT,441
4633,31,5,25,68,ADJUSTMENT,381
4634,62,11,5,318,OUT,247
4635,21,6,2,254,OUT,293
4636,58,1,27,10,ADJUSTMENT,473
4637,84,18,24,163,IN,290
4638,75,12,14,76,OUT,146
4639,5,6,29,72,IN,469
4640,6,14,15,354,IN,217
4641,63,21,30,145,ADJUSTMENT,76
4642,55,13,29,229,ADJUSTMENT,410
4643,54,1,13,260,OUT,123
4644,83,21,6,25,OUT,181
4645,50,18,14,282,OUT,206
4646,61,6,15,37,ADJUSTMENT,320
4647,87,12,15,320,IN,428
4648,55,7,10,35,ADJUSTMENT,432
4649,15,16,11,165,ADJUSTMENT,364
4650,35,5,17,12,IN,251
4651,64,16,24,35,OUT,476
4652,33,9,22,245,ADJUSTMENT,124
4653,47,9,15,273,IN,354
4654,83,19,19,26,IN,153
4655,93,16,17,73,IN,404
4656,15,1,16,4,OUT,137
4657,18,14,18,181,ADJUSTMENT,236
4658,90,6,5,218,ADJUSTMENT,492
4659,82,18,17,98,OUT,138
4660,22,11,21,290,ADJUSTMENT,261
4661,3,21,5,59,IN,187
4662,2,19,11,31,ADJUSTMENT,308
4663,73,4,10,121,ADJUSTMENT,159
4664,43,2,29,272,ADJUSTMENT,452
4665,45,8,2,223,IN,418
4666,94,14,24,112,OUT,101
4667,9,16,21,108,OUT,155
4668,44,14,13,225,ADJUSTMENT,272
4669,38,12,2,160,IN,146
4670,17,22,15,173,OUT,203
4671,59,4,3,138,IN,106
4672,74,15,16,349,IN,175
4673,50,20,2,9,ADJUSTMENT,498
4674,62,23,27,358,OUT,300
4675,10,8,11,353,OUT,408
4676,24,22,23,133,OUT,300
4677,81,18,15,75,IN,70
4678,60,14,1,58,OUT,88
4679,8,20,30,318,IN,185
4680,19,13,2,75,ADJUSTMENT,257
4681,79,13,11,301,IN,143
4682,86,4,23,294,OUT,285
4683,11,4,15,45,IN,1
4684,44,6,29,190,IN,46
4685,13,11,18,105,ADJUSTMENT,467
4686,80,12,18,33,ADJUSTMENT,177
4687,94,1,8,324,ADJUSTMENT,469
4688,2,16,27,128,ADJUSTMENT,49
4689,49,12,20,227,OUT,410
4690,63,9,25,258,OUT,353
4691,67,17,3,259,OUT,116
4692,17,5,17,204,ADJUSTMENT,194
4693,34,16,15,109,OUT,128
4694,80,23,6,315,IN,358
4695,43,1,28,28,OUT,1
4696,35,4,25,172,IN,159
4697,85,14,22,197,IN,63
4698,46,11,25,125,OUT,381
4699,58,14,15,137,IN,336
4700,88,7,28,278,ADJUSTMENT,99
4701,95,15,28,204,IN,283
4702,78,12,21,54,OUT,460
4703,56,22,17,67,ADJUSTMENT,354
4704,42,22,28,5,ADJUSTMENT,305
4705,16,13,16,316,OUT,409
4706,92,21,8,205,OUT,444
4707,59,7,29,159,OUT,337
4708,38,3,4,195,IN,499
4709,26,5,18,82,IN,182
4710,22,24,2,208,ADJUSTMENT,73
4711,24,17,24,194,ADJUSTMENT,218
4712,62,10,7,139,IN,39
4713,99,1,22,280,ADJUSTMENT,342
4714,32,11,23,93,OUT,473
4715,65,2,23,181,IN,261
4716,30,4,20,46,OUT,484
4717,13,7,11,42,OUT,464
4718,49,11,28,121,IN,81
4719,52,13,28,362,IN,396
4720,12,14,5,263,IN,108
4721,36,8,27,176,ADJUSTMENT,111
4722,56,16,27,128,IN,258
4723,99,7,2,145,IN,482
4724,64,1,3,254,OUT,339
4725,88,9,22,327,IN,323
4726,1,20,3,323,ADJUSTMENT,52
4727,21,6,28,191,ADJUSTMENT,312
4728,15,15,16,290,OUT,453
4729,97,3,11,98,IN,466
4730,60,9,7,53,IN,197
4731,79,4,3,152,ADJUSTMENT,117
4732,15,16,13,239,IN,48
4733,13,2,25,55,ADJUSTMENT,478
4734,50,14,13,341,OUT,92
4735,31,15,30,224,IN,187
4736,17,15,21,91,OUT,90
4737,69,2,12,342,OUT,402
4738,64,22,16,14,IN,480
4739,1,14,17,142,IN,476
4740,40,20,20,123,ADJUSTMENT,429
4741,25,18,2,301,IN,61
4742,71,25,25,249,ADJUSTMENT,6
4743,50,25,10,115,ADJUSTMENT,242
4744,90,2,19,59,IN,330
4745,40,23,27,299,OUT,258
4746,100,6,16,90,ADJUSTMENT,185
4747,88,16,5,219,IN,114
4748,79,13,11,57,ADJUSTMENT,431
4749,97,19,15,148,ADJUSTMENT,350
4750,27,10,18,259,ADJUSTMENT,64
4751,11,10,16,75,ADJUSTMENT,45
4752,11,5,10,55,ADJUSTMENT,399
4753,50,14,25,65,ADJUSTMENT,166
4754,73,11,6,204,IN,274
4755,69,21,9,189,OUT,290
4756,90,5,11,255,ADJUSTMENT,346
4757,99,25,20,325,OUT,255
4758,15,10,15,38,OUT,477
4759,93,19,4,8,IN,265
4760,86,2,4,19,ADJUSTMENT,22
4761,38,25,20,86,IN,37
4762,69,18,12,237,IN,114
4763,27,11,11,190,OUT,313
4764,77,3,18,355,IN,203
4765,9,25,5,353,IN,472
4766,52,24,1,217,OUT,221
4767,90,7,18,276,IN,397
4768,33,2,21,229,IN,228
4769,17,23,25,340,IN,16
4770,32,1,3,265,IN,297
4771,29,5,23,22,OUT,58
4772,26,2,13,147,IN,121
4773,76,1,12,190,IN,271
4774,31,23,16,88,OUT,10
4775,22,14,9,238,IN,328
4776,90,23,28,292,ADJUSTMENT,250
4777,97,17,15,87,ADJUSTMENT,128
4778,16,11,8,160,IN,159
4779,72,12,10,365,IN,50
4780,80,7,19,101,IN,100
4781,30,19,12,147,ADJUSTMENT,157
4782,11,19,4,23,IN,355
4783,48,3,16,300,ADJUSTMENT,204
4784,16,18,1,131,IN,334
4785,87,18,4,56,IN,247
4786,61,19,18,39,OUT,90
4787,2,13,30,130,ADJUSTMENT,219
4788,78,5,28,342,IN,499
4789,15,12,14,290,OUT,255
4790,24,17,18,72,OUT,68
4791,36,23,19,284,ADJUSTMENT,102
4792,66,19,14,70,ADJUSTMENT,34
4793,47,18,19,219,IN,161
4794,98,20,4,177,ADJUSTMENT,275
4795,30,14,1,307,IN,64
4796,10,7,27,107,ADJUSTMENT,330
4797,38,23,24,137,OUT,58
4798,6,16,20,90,OUT,327
4799,48,22,22,190,IN,119
4800,85,1,11,357,IN,359
4801,51,13,19,55,IN,331
4802,18,5,7,228,IN,324
4803,86,17,27,72,OUT,188
4804,27,11,29,296,OUT,287
4805,56,21,28,106,IN,382
4806,9,11,2,241,IN,278
4807,58,15,28,227,OUT,289
4808,20,20,3,189,ADJUSTMENT,211
4809,27,19,11,113,OUT,428
4810,32,14,20,317,IN,414
4811,12,15,13,272,OUT,220
4812,83,17,3,176,IN,253
4813,98,21,1,161,OUT,34
4814,37,5,22,191,IN,485
4815,13,7,19,227,IN,237
4816,95,21,1,1,ADJUSTMENT,125
4817,10,12,8,360,OUT,66
4818,14,24,16,177,ADJUSTMENT,99
4819,28,1,4,72,ADJUSTMENT,96
4820,15,15,21,140,OUT,210
4821,80,17,16,272,IN,316
4822,87,24,5,267,IN,72
4823,1,16,25,358,IN,78
4824,31,5,3,261,OUT,334
4825,69,23,19,225,OUT,213
4826,4,22,21,10,ADJUSTMENT,218
4827,98,1,9,20,OUT,337
4828,48,6,5,205,IN,442
4829,28,6,25,127,ADJUSTMENT,138
4830,61,13,19,270,ADJUSTMENT,122
4831,69,1,29,185,ADJUSTMENT,97
4832,67,14,8,14,IN,229
4833,82,14,9,164,OUT,409
4834,20,5,24,361,IN,38
4835,85,6,9,320,ADJUSTMENT,421
4836,97,9,20,25,OUT,383
4837,31,2,6,258,ADJUSTMENT,234
4838,11,11,24,67,ADJUSTMENT,235
4839,68,20,1,129,OUT,424
4840,80,21,25,86,ADJUSTMENT,475
4841,1,21,10,342,ADJUSTMENT,62
4842,87,16,21,296,IN,52
4843,48,1,29,32,OUT,48
4844,25,13,8,49,IN,47
4845,45,21,3,249,ADJUSTMENT,51
4846,3,7,15,109,ADJUSTMENT,9
4847,4,9,8,361,OUT,474
4848,74,6,26,275,ADJUSTMENT,243
4849,3,4,15,95,OUT,105
4850,35,7,17,351,IN,316
4851,50,19,8,126,OUT,20
4852,64,12,1,238,IN,362
4853,41,3,26,96,ADJUSTMENT,331
4854,5,7,16,334,ADJUSTMENT,29
4855,94,18,19,164,OUT,7
4856,67,3,27,145,OUT,19
4857,30,5,6,3,ADJUSTMENT,162
4858,3,24,14,191,ADJUSTMENT,434
4859,13,14,24,192,ADJUSTMENT,471
4860,66,15,14,70,IN,340
4861,39,22,11,325,ADJUSTMENT,244
4862,49,24,9,218,ADJUSTMENT,94
4863,29,21,11,43,ADJUSTMENT,193
4864,71,23,3,129,IN,47
4865,36,9,27,315,IN,11
4866,99,7,24,93,IN,100
4867,64,13,9,98,ADJUSTMENT,234
4868,23,2,25,147,IN,470
4869,7,1,17,284,OUT,320
4870,67,24,7,250,IN,369
4871,59,17,24,249,ADJUSTMENT,371
4872,44,17,10,108,OUT,400
4873,74,1,28,73,IN,192
4874,18,4,8,176,ADJUSTMENT,461
4875,98,3,14,222,IN,384
4876,30,2,11,156,IN,30
4877,73,10,20,1,IN,189
4878,96,15,14,224,OUT,416
4879,56,10,30,99,OUT,54
4880,10,3,11,168,OUT,48
4881,52,16,10,6,IN,355
4882,29,22,24,45,IN,473
4883,78,19,20,337,OUT,22
4884,70,2,10,263,IN,435
4885,69,5,17,48,ADJUSTMENT,129
4886,21,21,14,316,IN,81
4887,4,1,18,169,IN,486
4888,6,18,1,173,ADJUSTMENT,15
4889,82,14,22,316,ADJUSTMENT,320
4890,72,25,28,171,OUT,387
4891,44,16,1,199,ADJUSTMENT,272
4892,67,4,9,24,OUT,400
4893,65,21,11,82,IN,497
4894,37,14,6,25,OUT,50
4895,87,12,14,20,OUT,304
4896,27,9,3,241,ADJUSTMENT,278
4897,100,24,17,212,IN,323
4898,45,21,8,103,ADJUSTMENT,193
4899,45,18,14,13,OUT,17
4900,84,6,4,33,ADJUSTMENT,157
4901,76,20,23,170,OUT,352
4902,35,13,12,23,IN,343
4903,5,20,6,281,IN,106
4904,1,24,23,79,ADJUSTMENT,217
4905,81,8,26,206,OUT,302
4906,32,10,30,245,OUT,211
4907,4,14,5,290,IN,439
4908,66,4,17,49,IN,154
4909,50,25,19,56,ADJUSTMENT,354
4910,89,4,14,120,IN,215
4911,83,1,4,252,ADJUSTMENT,332
4912,83,22,12,147,IN,362
4913,46,24,7,110,ADJUSTMENT,291
4914,86,8,4,353,ADJUSTMENT,220
4915,76,15,4,208,ADJUSTMENT,317
4916,67,8,8,79,IN,276
4917,8,20,4,266,ADJUSTMENT,69
4918,93,13,24,262,OUT,164
4919,25,20,10,64,ADJUSTMENT,490
4920,83,15,21,294,OUT,257
4921,75,6,1,132,IN,390
4922,26,23,21,1,OUT,477
4923,67,25,1,167,ADJUSTMENT,61
4924,55,2,4,36,IN,464
4925,8,7,2,101,IN,161
4926,21,17,11,42,OUT,214
4927,65,4,4,210,IN,34
4928,95,6,5,197,IN,195
4929,62,18,9,168,IN,423
4930,85,24,28,40,ADJUSTMENT,230
4931,38,4,11,55,IN,350
4932,54,14,14,251,IN,310
4933,27,25,20,328,IN,62
4934,97,9,13,206,IN,438
4935,6,4,2,54,IN,346
4936,67,10,13,171,ADJUSTMENT,280
4937,16,15,3,194,ADJUSTMENT,268
4938,67,25,1,293,IN,18
4939,63,3,9,186,IN,266
4940,13,8,19,2,ADJUSTMENT,26
4941,37,2,23,192,IN,497
4942,3,7,10,256,OUT,257
4943,17,4,22,147,ADJUSTMENT,323
4944,76,24,22,313,OUT,449
4945,52,3,1,170,OUT,237
4946,41,12,12,108,IN,388
4947,97,2,30,285,ADJUSTMENT,111
4948,87,10,20,151,IN,130
4949,31,14,1,205,IN,14
4950,62,25,11,94,OUT,222
4951,50,17,6,262,IN,325
4952,11,8,11,170,ADJUSTMENT,417
4953,62,4,5,154,IN,71
4954,18,11,20,357,OUT,137
4955,11,6,25,315,OUT,58
4956,93,19,24,127,ADJUSTMENT,373
4957,95,6,4,229,OUT,385
4958,88,23,10,335,ADJUSTMENT,296
4959,91,9,11,268,IN,183
4960,19,23,26,332,OUT,148
4961,84,12,16,25,OUT,151
4962,17,25,14,33,IN,16
4963,12,17,22,327,OUT,331
4964,96,22,27,123,OUT,316
4965,66,13,27,270,OUT,332
4966,40,17,10,44,IN,119
4967,53,21,12,119,OUT,51
4968,44,22,12,234,OUT,495
4969,31,8,29,339,OUT,303
4970,39,14,30,163,ADJUSTMENT,69
4971,46,20,17,254,ADJUSTMENT,249
4972,35,17,18,339,ADJUSTMENT,160
4973,63,19,12,288,OUT,291
4974,66,12,26,172,IN,328
4975,89,25,25,318,OUT,321
4976,4,12,14,72,IN,150
4977,53,6,24,161,OUT,255
4978,59,17,8,350,OUT,182
4979,100,16,26,43,IN,432
4980,66,15,14,172,OUT,281
4981,56,24,22,182,ADJUSTMENT,46
4982,85,21,4,350,ADJUSTMENT,319
4983,36,21,9,202,IN,247
4984,97,6,16,22,ADJUSTMENT,195
4985,80,6,15,69,ADJUSTMENT,98
4986,60,2,4,97,IN,213
4987,16,17,28,298,OUT,484
4988,13,18,14,203,OUT,268
4989,77,17,11,2,OUT,283
4990,56,11,5,152,OUT,63
4991,61,9,7,344,OUT,401
4992,7,1,12,343,OUT,302
4993,27,25,13,355,OUT,48
4994,60,13,27,305,ADJUSTMENT,485
4995,89,15,20,2,ADJUSTMENT,272
4996,62,20,18,40,OUT,184
4997,41,15,29,41,IN,129
4998,84,3,7,270,OUT,428
4999,87,12,28,350,IN,257
5000,20,9,17,86,ADJUSTMENT,219
5001,17,22,10,260,OUT,137
5002,70,16,16,244,IN,352
5003,48,23,7,15,IN,24
5004,8,13,8,187,IN,119
5005,27,2,15,282,IN,43
5006,42,19,22,320,IN,251
5007,10,16,2,134,ADJUSTMENT,328
5008,41,13,17,143,ADJUSTMENT,129
5009,37,12,21,337,ADJUSTMENT,204
5010,3,5,10,158,OUT,372
5011,59,3,24,198,OUT,300
5012,83,19,8,363,OUT,364
5013,18,25,10,154,OUT,101
5014,68,1,13,345,OUT,144
5015,11,17,20,81,ADJUSTMENT,144
5016,31,22,3,287,OUT,289
5017,65,16,25,207,OUT,193
5018,20,2,23,235,OUT,62
5019,57,23,30,112,OUT,24
5020,76,1,10,260,ADJUSTMENT,284
5021,22,5,21,202,ADJUSTMENT,296
5022,85,16,12,309,IN,69
5023,33,15,20,343,OUT,396
5024,7,24,25,292,IN,309
5025,34,13,16,263,IN,247
5026,50,25,8,262,OUT,325
5027,45,19,12,147,ADJUSTMENT,433
5028,96,2,8,183,IN,178
5029,47,12,11,40,IN,201
5030,86,15,14,177,OUT,264
5031,60,7,15,337,OUT,312
5032,29,19,4,362,ADJUSTMENT,295
5033,1,19,30,282,OUT,334
5034,60,18,20,339,ADJUSTMENT,241
5035,53,11,1,247,ADJUSTMENT,96
5036,94,23,24,130,OUT,35
5037,83,25,18,160,ADJUSTMENT,309
5038,12,12,17,231,ADJUSTMENT,322
5039,41,13,9,253,OUT,221
5040,61,14,12,84,ADJUSTMENT,97
5041,91,18,25,57,IN,470
5042,98,2,3,23,ADJUSTMENT,418
5043,22,13,30,178,OUT,308
5044,50,16,19,18,OUT,428
5045,38,2,12,56,ADJUSTMENT,396
5046,5,4,19,172,IN,458
5047,96,17,22,261,IN,29
5048,91,14,24,262,OUT,126
5049,69,22,3,111,IN,373
5050,38,16,19,93,OUT,150
5051,39,9,30,271,ADJUSTMENT,398
5052,91,15,2,5,ADJUSTMENT,162
5053,78,1,20,163,ADJUSTMENT,123
5054,26,3,19,26,IN,398
5055,92,4,29,189,ADJUSTMENT,328
5056,5,3,25,11,ADJUSTMENT,243
5057,23,1,3,286,ADJUSTMENT,40
5058,35,10,11,356,IN,49
5059,57,10,27,191,OUT,103
5060,90,18,12,303,ADJUSTMENT,15
5061,89,11,3,47,OUT,209
5062,99,15,9,72,ADJUSTMENT,26
5063,63,4,30,47,IN,307
5064,35,15,5,339,OUT,298
5065,28,18,27,132,IN,115
5066,90,18,9,134,ADJUSTMENT,463
5067,34,9,2,325,ADJUSTMENT,273
5068,95,18,30,326,ADJUSTMENT,331
5069,90,18,10,214,IN,225
5070,77,17,30,47,IN,248
5071,82,21,1,162,IN,164
5072,28,18,5,298,IN,136
5073,64,17,8,64,ADJUSTMENT,52
5074,85,2,5,176,ADJUSTMENT,58
5075,97,19,15,46,OUT,373
5076,95,17,26,148,OUT,219
5077,15,11,9,291,ADJUSTMENT,351
5078,63,23,17,109,ADJUSTMENT,278
5079,48,20,28,346,IN,64
5080,85,16,8,294,ADJUSTMENT,172
5081,1,4,10,115,IN,321
5082,3,19,26,183,OUT,332
5083,25,12,28,249,IN,16
5084,39,4,24,169,OUT,258
5085,9,19,23,30,OUT,85
5086,26,22,13,338,ADJUSTMENT,100
5087,16,16,27,32,OUT,140
5088,96,12,14,153,ADJUSTMENT,194
5089,63,3,30,295,ADJUSTMENT,467
5090,29,12,3,74,ADJUSTMENT,181
5091,65,11,30,256,OUT,27
5092,26,8,8,36,ADJUSTMENT,407
5093,31,19,22,266,OUT,445
5094,81,14,3,192,ADJUSTMENT,2
5095,61,2,12,101,OUT,355
5096,2,9,26,132,ADJUSTMENT,494
5097,89,18,19,326,IN,315
5098,90,1,2,200,IN,281
5099,12,7,30,255,ADJUSTMENT,388
5100,92,24,13,221,ADJUSTMENT,238
5101,77,7,14,99,OUT,476
5102,3,11,3,273,IN,224
5103,32,2,8,338,OUT,128
5104,14,18,4,337,ADJUSTMENT,122
5105,44,14,19,141,IN,19
5106,79,4,15,277,ADJUSTMENT,210
5107,40,18,7,182,OUT,151
5108,28,19,22,293,ADJUSTMENT,2
5109,12,24,7,133,OUT,202
5110,57,2,4,271,IN,318
5111,13,15,4,114,IN,157
5112,34,12,19,169,OUT,429
5113,46,11,30,341,IN,397
5114,62,20,9,95,IN,206
5115,13,23,16,269,IN,331
5116,12,2,18,217,ADJUSTMENT,219
5117,100,3,11,141,OUT,144
5118,53,21,4,248,ADJUSTMENT,103
5119,21,5,19,77,OUT,256
5120,53,23,4,241,ADJUSTMENT,353
5121,31,19,23,286,OUT,358
5122,55,4,28,327,ADJUSTMENT,66
5123,67,24,19,5,OUT,131
5124,80,18,5,275,IN,383
5125,66,13,4,333,IN,100
5126,2,2,16,242,OUT,251
5127,47,14,9,304,IN,466
5128,48,23,22,235,ADJUSTMENT,232
5129,98,18,26,270,IN,167
5130,91,19,2,238,IN,492
5131,26,1,19,199,OUT,464
5132,11,3,20,11,IN,9
5133,43,19,9,210,ADJUSTMENT,378
5134,22,16,11,31,IN,22
5135,67,3,15,190,OUT,267
5136,74,1,5,85,ADJUSTMENT,400
5137,33,9,28,345,IN,342
5138,65,7,20,137,IN,392
5139,97,5,3,54,IN,455
5140,79,18,5,299,IN,129
5141,50,12,25,78,ADJUSTMENT,35
5142,10,25,19,357,IN,302
5143,30,8,5,174,IN,497
5144,77,18,4,278,OUT,139
5145,48,10,12,143,OUT,197
5146,59,24,28,345,OUT,138
5147,90,2,5,177,ADJUSTMENT,285
5148,25,24,7,344,ADJUSTMENT,102
5149,97,15,12,303,IN,336
5150,15,19,22,29,ADJUSTMENT,364
5151,90,11,15,355,IN,295
5152,52,2,21,269,IN,109
5153,62,5,20,30,OUT,215
5154,53,14,10,7,IN,325
5155,90,9,16,111,OUT,481
5156,58,19,4,279,IN,48
5157,17,18,16,329,OUT,126
5158,94,11,22,144,IN,459
5159,16,7,19,266,OUT,377
5160,2,22,7,45,IN,437
5161,76,18,5,333,ADJUSTMENT,87
5162,100,12,8,192,IN,377
5163,13,14,6,237,OUT,439
5164,93,20,20,251,OUT,252
5165,69,14,24,15,ADJUSTMENT,229
5166,56,17,2,117,IN,330
5167,29,6,21,246,IN,242
5168,87,17,26,308,IN,312
5169,57,25,5,63,OUT,198
5170,43,11,2,66,IN,253
5171,24,7,10,348,ADJUSTMENT,285
5172,23,12,2,25,ADJUSTMENT,491
5173,76,17,13,230,IN,35
5174,17,24,22,222,IN,469
5175,96,14,15,74,IN,164
5176,23,4,12,117,ADJUSTMENT,29
5177,70,11,14,42,IN,255
5178,39,10,13,362,OUT,27
5179,2,1,8,180,ADJUSTMENT,307
5180,50,18,3,330,ADJUSTMENT,311
5181,73,16,10,201,OUT,231
5182,67,3,18,145,OUT,253
5183,86,10,22,313,OUT,485
5184,100,15,5,362,OUT,93
5185,47,10,28,299,ADJUSTMENT,278
5186,11,7,12,198,OUT,352
5187,39,15,16,27,OUT,158
5188,46,20,6,294,OUT,238
5189,63,5,8,235,ADJUSTMENT,98
5190,39,20,6,121,OUT,304
5191,12,10,11,134,OUT,303
5192,4,5,4,128,IN,200
5193,52,6,22,349,OUT,135
5194,6,4,29,335,ADJUSTMENT,13
5195,55,24,7,319,OUT,203
5196,100,17,9,194,OUT,123
5197,79,10,7,18,ADJUSTMENT,110
5198,15,1,24,189,IN,230
5199,40,21,13,330,OUT,341
5200,52,18,24,257,OUT,326
5201,85,17,17,141,IN,364
5202,94,13,2,308,IN,408
5203,17,14,21,151,OUT,486
5204,76,14,9,161,ADJUSTMENT,193
5205,71,5,2,163,OUT,176
5206,41,9,9,293,ADJUSTMENT,167
5207,74,16,20,40,IN,191
5208,80,8,18,358,IN,450
5209,6,6,10,50,ADJUSTMENT,283
5210,85,22,23,64,IN,285
5211,22,13,21,344,ADJUSTMENT,23
5212,45,8,30,272,OUT,62
5213,13,2,3,133,ADJUSTMENT,489
5214,69,21,14,268,IN,462
5215,4,13,6,216,OUT,188
5216,84,21,17,236,OUT,433
5217,67,17,19,133,ADJUSTMENT,191
5218,24,7,12,134,ADJUSTMENT,55
5219,86,22,21,47,ADJUSTMENT,142
5220,55,10,21,149,OUT,327
5221,51,25,22,176,ADJUSTMENT,205
5222,73,23,24,7,OUT,248
5223,95,21,18,79,ADJUSTMENT,251
5224,15,3,15,85,IN,184
5225,42,19,4,10,IN,142
5226,71,24,22,27,ADJUSTMENT,145
5227,79,18,5,249,OUT,161
5228,80,5,13,238,IN,412
5229,16,7,29,233,ADJUSTMENT,102
5230,68,4,26,193,OUT,483
5231,33,16,25,121,IN,97
5232,25,17,9,95,ADJUSTMENT,385
5233,4,16,24,167,OUT,289
5234,15,10,10,290,ADJUSTMENT,366
5235,12,24,19,202,OUT,24
5236,36,1,27,50,IN,250
5237,40,25,1,87,ADJUSTMENT,492
5238,74,9,7,62,OUT,126
5239,2,5,12,192,OUT,310
5240,72,14,30,134,ADJUSTMENT,271
5241,68,2,2,302,ADJUSTMENT,335
5242,88,3,15,182,IN,5
5243,68,18,28,237,OUT,101
5244,12,6,24,176,OUT,271
5245,84,5,25,245,OUT,106
5246,35,13,15,195,ADJUSTMENT,117
5247,35,13,28,185,ADJUSTMENT,220
5248,9,16,27,349,IN,115
5249,75,21,14,203,ADJUSTMENT,65
5250,56,16,30,273,OUT,432
5251,30,1,27,330,OUT,415
5252,37,24,24,102,ADJUSTMENT,70
5253,82,11,17,147,IN,162
5254,36,11,2,151,ADJUSTMENT,191
5255,54,23,10,137,IN,70
5256,60,15,15,336,ADJUSTMENT,441
5257,78,15,14,112,ADJUSTMENT,301
5258,86,23,3,230,ADJUSTMENT,235
5259,70,22,7,57,ADJUSTMENT,361
5260,99,24,5,33,IN,63
5261,68,14,29,345,IN,83
5262,63,17,10,215,OUT,203
5263,9,14,16,281,IN,107
5264,92,7,25,78,OUT,382
5265,77,15,22,221,ADJUSTMENT,251
5266,39,10,25,297,ADJUSTMENT,25
5267,59,23,26,11,OUT,294
5268,10,6,11,26,IN,357
5269,30,11,17,20,OUT,286
5270,75,12,10,333,IN,232
5271,82,9,1,149,OUT,8
5272,44,12,22,92,ADJUSTMENT,468
5273,62,21,10,253,ADJUSTMENT,114
5274,93,12,17,179,IN,4
5275,10,21,15,19,IN,67
5276,70,14,18,93,IN,348
5277,76,25,28,279,IN,130
5278,20,10,10,297,ADJUSTMENT,176
5279,49,14,11,31,ADJUSTMENT,229
5280,74,13,4,145,IN,218
5281,80,15,18,26,IN,423
5282,46,21,26,236,OUT,442
5283,46,16,20,172,ADJUSTMENT,123
5284,65,12,1,174,IN,3
5285,34,22,20,136,IN,38
5286,49,3,9,127,OUT,310
5287,16,15,1,276,OUT,351
5288,37,6,24,42,OUT,468
5289,81,4,4,326,IN,206
5290,81,15,27,90,ADJUSTMENT,325
5291,74,8,9,199,OUT,191
5292,78,16,26,283,ADJUSTMENT,226
5293,40,1,21,242,OUT,256
5294,49,11,25,93,ADJUSTMENT,15
5295,39,16,29,91,IN,259
5296,48,19,28,117,ADJUSTMENT,198
5297,87,19,6,336,IN,214
5298,35,16,9,122,ADJUSTMENT,213
5299,70,3,14,305,ADJUSTMENT,386
5300,28,13,19,360,ADJUSTMENT,122
5301,40,9,22,314,OUT,325
5302,18,7,13,268,IN,484
5303,38,5,29,338,ADJUSTMENT,396
5304,52,7,29,30,OUT,372
5305,88,10,5,261,IN,95
5306,61,17,5,348,ADJUSTMENT,53
5307,77,15,26,69,ADJUSTMENT,271
5308,67,15,13,325,IN,321
5309,47,1,29,50,ADJUSTMENT,278
5310,36,19,16,66,OUT,92
5311,13,4,20,247,OUT,281
5312,51,1,2,302,ADJUSTMENT,188
5313,15,13,26,226,ADJUSTMENT,60
5314,32,13,2,245,ADJUSTMENT,399
5315,51,13,19,4,ADJUSTMENT,299
5316,82,15,23,302,OUT,495
5317,10,9,21,42,ADJUSTMENT,433
5318,73,6,8,210,ADJUSTMENT,92
5319,3,8,20,268,ADJUSTMENT,196
5320,29,8,23,107,OUT,364
5321,15,17,2,267,IN,176
5322,9,6,4,104,IN,337
5323,31,21,12,26,OUT,286
5324,96,10,3,7,IN,434
5325,69,8,9,125,OUT,87
5326,85,22,19,45,IN,74
5327,3,5,30,30,IN,335
5328,100,19,9,357,IN,365
5329,91,8,8,147,OUT,185
5330,75,6,25,46,ADJUSTMENT,190
5331,72,16,7,358,ADJUSTMENT,390
5332,53,12,9,108,IN,316
5333,79,21,19,26,ADJUSTMENT,351
5334,13,23,8,315,IN,137
5335,8,20,11,147,ADJUSTMENT,308
5336,99,17,8,260,OUT,188
5337,40,3,18,138,IN,485
5338,68,1,22,282,OUT,437
5339,9,5,6,207,OUT,196
5340,64,17,21,260,ADJUSTMENT,423
5341,34,12,24,298,ADJUSTMENT,453
5342,65,16,18,319,IN,143
5343,26,16,11,17,OUT,159
5344,96,15,4,268,IN,100
5345,34,22,15,194,ADJUSTMENT,128
5346,28,16,6,41,ADJUSTMENT,174
5347,79,13,4,181,IN,48
5348,87,11,18,2,OUT,226
5349,15,8,26,38,OUT,315
5350,17,20,9,72,OUT,339
5351,87,18,22,244,OUT,46
5352,11,22,25,76,ADJUSTMENT,496
5353,100,11,6,9,IN,102
5354,49,24,1,128,ADJUSTMENT,131
5355,21,19,23,317,ADJUSTMENT,181
5356,31,17,9,157,ADJUSTMENT,244
5357,84,23,28,71,ADJUSTMENT,493
5358,28,1,14,77,IN,26
5359,86,2,22,37,IN,162
5360,21,23,5,218,OUT,166
5361,38,14,15,182,IN,114
5362,55,25,15,269,ADJUSTMENT,53
5363,18,11,3,243,OUT,13
