SalesID,DateID,ProductID,StoreID,CustomerID,PromotionID,SupplierID,InventoryID,LocationID,SalesAmount,ProfitMargin,Discounts,Costs,UnitsSold,Returns,InventoryTurnover,ForecastedSales,PredictedRevenue
6014,218,90,45,197,4,26,84,18,467.97,0.15,18.04,171.28,10,1,9.33,311.79,107.81
6015,11,95,24,72,4,24,11,8,395.05,0.09,26.23,70.4,13,2,12.68,668.04,246.66
6016,327,96,46,91,5,14,19,34,189.29,0.17,13.73,73.95,2,1,3.68,835.41,441.95
6017,117,21,12,37,7,24,74,48,79.62,0.15,7.18,357.01,3,2,10.54,733.37,387.59
6018,184,18,45,491,6,11,5,14,181.88,0.3,32.29,30.88,18,1,1.06,944.31,471.95
6019,362,60,32,314,1,8,87,19,364.49,0.2,27.26,238.05,11,0,9.33,393.89,486.87
6020,116,18,18,237,6,12,70,20,170.92,0.07,3.39,93.44,17,1,1.99,190.5,1100.03
6021,162,1,13,486,3,15,95,4,398.98,0.16,44.14,86.5,11,0,13.56,871.23,112.58
6022,67,14,4,383,9,10,18,38,338.14,0.27,25.39,40.26,17,1,5.0,988.2,635.89
6023,200,8,23,293,3,22,21,32,316.84,0.27,16.77,391.73,15,2,7.86,452.75,208.01
6024,31,66,10,466,9,2,15,26,465.47,0.29,38.97,25.33,10,2,6.48,198.94,1188.47
6025,75,51,5,154,5,24,59,28,447.24,0.27,5.6,59.95,4,1,9.1,295.09,1488.09
6026,237,79,50,170,10,13,95,12,357.27,0.09,23.69,146.7,2,0,5.39,446.87,931.0
6027,327,60,40,272,8,10,74,10,103.63,0.05,27.44,182.86,14,2,13.95,149.19,953.68
6028,66,34,14,406,9,17,6,41,469.77,0.2,38.76,380.37,5,0,5.55,397.19,33.67
6029,70,36,34,110,9,25,24,35,117.43,0.23,18.51,97.47,9,2,8.33,699.6,745.64
6030,297,62,28,151,7,25,97,33,189.43,0.08,42.75,288.67,1,2,6.62,524.75,823.33
6031,20,1,8,431,10,22,60,14,414.26,0.09,34.88,262.9,12,2,4.23,786.39,1440.81
6032,226,85,16,451,1,10,28,40,108.29,0.29,38.55,207.48,7,2,14.87,114.86,112.88
6033,199,42,31,131,8,22,92,23,321.11,0.29,48.45,107.16,12,1,10.44,840.58,182.82
6034,39,1,7,268,7,6,74,18,231.63,0.09,42.24,63.5,10,0,8.17,340.6,580.1
6035,145,96,3,23,4,27,23,44,313.9,0.11,17.34,71.43,3,2,10.07,359.96,646.61
6036,45,84,29,367,6,20,79,12,479.24,0.27,32.29,139.05,8,0,8.13,596.78,863.35
6037,326,54,36,139,10,1,46,42,405.14,0.16,43.43,55.71,7,2,11.59,723.25,1428.52
6038,91,47,39,490,2,17,37,36,151.43,0.25,26.26,399.43,2,1,4.01,163.11,922.35
6039,238,100,4,308,4,1,14,25,33.35,0.15,34.14,178.88,18,1,14.83,30.05,1263.01
6040,70,39,9,239,8,5,48,37,483.69,0.23,8.61,216.06,10,2,5.14,284.02,880.61
6041,166,30,17,434,4,29,78,40,294.66,0.15,40.8,246.97,16,0,6.6,335.5,724.89
6042,130,7,49,441,10,15,71,22,90.69,0.27,37.87,79.12,8,1,14.57,160.85,1347.58
6043,214,22,20,192,4,23,36,6,315.42,0.13,44.44,193.22,11,0,4.58,769.41,58.55
6044,340,50,14,127,4,1,82,16,25.9,0.18,35.51,26.09,14,2,3.37,659.22,964.74
6045,89,45,46,430,10,17,60,23,97.82,0.18,43.85,387.7,14,0,9.75,211.32,1220.24
6046,335,74,29,29,9,14,54,9,318.15,0.21,8.11,189.66,9,0,14.51,163.56,386.25
6047,252,72,13,121,2,13,79,43,204.23,0.13,40.68,12.84,11,0,14.9,491.58,104.06
6048,349,91,36,198,7,28,63,35,165.92,0.21,47.65,240.03,7,1,4.34,856.64,176.65
6049,72,10,45,174,3,11,97,29,329.47,0.09,40.78,40.95,5,1,5.23,382.0,1188.21
6050,165,14,17,144,4,12,48,14,433.87,0.27,30.76,316.2,8,2,12.03,633.43,287.02
6051,49,46,47,482,1,6,22,5,340.9,0.09,46.33,381.39,9,0,3.16,231.05,330.45
6052,52,75,50,179,3,11,43,21,234.4,0.26,4.72,366.71,3,0,5.56,906.08,703.02
6053,289,6,43,357,2,2,41,6,331.14,0.22,0.84,171.69,1,0,8.75,817.24,425.9
6054,278,21,4,11,10,18,17,1,349.35,0.14,48.27,285.32,19,0,4.39,833.78,1415.86
6055,114,62,20,139,7,12,63,31,388.65,0.13,34.15,63.17,15,2,1.36,20.68,541.86
6056,239,97,11,447,6,29,90,45,156.99,0.29,5.71,31.2,16,2,1.27,494.17,170.19
6057,133,19,42,437,1,23,79,41,61.64,0.1,17.0,328.6,9,1,14.6,36.07,409.15
6058,274,88,22,253,8,15,18,28,342.53,0.23,37.44,278.37,9,1,7.8,849.73,313.04
6059,166,82,45,345,9,9,72,3,64.94,0.1,37.52,362.92,11,0,14.61,180.28,589.76
6060,293,99,8,314,1,8,3,38,233.7,0.28,8.5,365.92,3,1,6.31,727.24,410.31
6061,243,62,28,19,5,18,54,23,119.2,0.24,23.51,139.56,12,0,12.47,255.61,1430.48
6062,320,83,45,160,7,16,14,40,169.38,0.28,40.37,128.14,12,2,2.96,836.27,1358.08
6063,138,53,41,306,2,30,34,4,237.96,0.27,48.34,177.32,2,0,1.77,320.71,1058.63
6064,79,24,30,122,6,23,97,6,448.61,0.19,31.13,266.61,18,1,5.92,50.55,1365.35
6065,170,56,33,72,8,21,1,12,341.81,0.09,31.91,2.99,19,0,1.56,56.83,973.5
6066,123,62,33,55,8,29,48,12,89.96,0.11,23.47,214.31,4,2,7.81,859.51,1162.17
6067,176,34,47,460,10,27,99,7,440.33,0.1,26.95,8.87,2,0,9.94,895.71,1236.6
6068,300,22,36,169,10,10,10,28,252.77,0.11,4.95,180.82,9,0,2.65,748.54,242.52
6069,82,68,27,99,8,12,83,26,106.11,0.17,17.48,33.83,3,1,6.92,971.65,984.03
6070,87,57,20,70,6,30,11,48,266.08,0.27,25.36,225.32,2,1,13.76,915.04,807.77
6071,225,10,33,149,6,29,99,7,99.51,0.06,13.75,126.4,17,2,8.92,719.92,1298.98
6072,16,66,25,117,3,20,66,3,186.83,0.11,17.99,192.09,15,1,7.93,22.33,935.06
6073,310,8,44,26,2,12,3,13,403.73,0.2,48.56,383.12,8,2,10.02,196.18,995.78
6074,358,97,43,248,5,30,15,41,331.01,0.27,0.26,137.05,19,2,13.41,226.47,868.67
6075,163,38,19,385,9,10,59,11,241.58,0.12,15.13,287.99,7,0,12.26,287.13,421.22
6076,98,62,47,209,4,14,64,39,117.09,0.15,29.2,273.63,10,2,4.55,278.27,847.9
6077,156,28,21,227,5,4,47,23,144.67,0.14,13.95,347.7,17,0,1.47,198.97,1472.03
6078,2,10,42,411,6,15,92,47,489.23,0.12,33.82,134.43,9,2,5.15,490.97,954.67
6079,350,45,33,434,6,20,2,1,174.75,0.22,14.96,23.37,19,0,13.61,961.37,1300.35
6080,169,65,3,114,4,9,30,34,309.98,0.21,31.91,388.28,6,2,7.17,55.64,783.65
6081,315,98,14,194,4,7,38,31,252.38,0.26,42.49,145.58,1,1,11.49,178.24,658.66
6082,325,67,15,484,8,7,5,33,16.44,0.28,32.93,78.3,14,0,11.85,371.02,433.85
6083,92,9,33,321,5,30,6,47,472.61,0.28,2.49,365.73,5,1,9.65,613.45,1468.11
6084,181,5,42,10,5,20,5,36,48.52,0.19,39.76,77.05,10,1,3.62,143.21,1430.11
6085,231,10,22,95,9,9,12,36,331.06,0.1,10.64,211.97,12,1,8.26,564.16,1305.33
6086,301,12,1,121,4,24,4,14,406.46,0.11,31.74,302.44,11,1,7.6,142.03,1281.79
6087,148,82,31,126,7,10,24,37,375.62,0.2,32.34,292.67,19,2,9.96,211.91,735.48
6088,280,58,47,37,5,20,25,32,405.58,0.28,40.19,12.76,19,0,12.72,27.28,967.52
6089,189,21,35,69,9,13,26,28,371.16,0.18,25.29,81.77,2,0,1.46,960.85,104.51
6090,347,21,20,297,8,6,55,1,225.56,0.28,18.8,355.51,16,0,5.57,268.45,67.89
6091,350,65,32,174,8,4,46,47,448.66,0.12,25.9,221.72,4,1,11.52,615.52,477.68
6092,314,3,12,461,10,17,46,7,456.66,0.07,27.29,275.2,4,0,12.52,255.33,924.28
6093,128,69,16,45,10,21,43,16,221.29,0.25,41.08,161.51,10,2,3.52,927.37,1104.05
6094,7,89,8,123,3,26,60,32,244.96,0.27,10.25,298.34,16,0,5.97,54.75,614.64
6095,47,64,14,382,9,14,33,24,245.39,0.16,42.34,116.35,9,0,8.01,499.2,1170.78
6096,53,49,18,472,8,27,21,14,143.06,0.08,18.29,93.58,6,2,9.13,333.56,1266.5
6097,187,72,30,27,3,3,87,47,61.89,0.06,37.19,398.85,5,1,6.54,372.07,519.29
6098,38,17,33,193,10,1,37,15,134.68,0.07,16.79,63.9,10,2,10.98,109.98,1458.46
6099,226,73,34,497,1,18,12,1,422.83,0.16,35.44,392.56,4,0,7.35,398.13,432.33
6100,53,32,44,340,5,2,21,28,273.81,0.11,39.96,370.68,9,0,5.65,736.17,911.63
6101,224,70,49,136,4,8,13,19,425.85,0.17,27.9,286.16,2,1,6.94,687.06,311.8
6102,154,21,34,195,8,16,33,7,373.86,0.17,30.98,233.21,9,0,3.37,919.58,1010.74
6103,48,7,49,49,6,4,70,18,177.56,0.16,35.39,2.81,9,2,3.02,68.76,83.67
6104,351,7,7,96,10,19,76,47,96.73,0.2,34.42,254.48,6,0,9.72,904.14,958.55
6105,147,27,6,492,5,20,61,13,285.77,0.22,36.37,309.19,14,0,6.75,456.82,1445.66
6106,64,8,6,121,9,10,30,18,468.25,0.15,42.48,293.42,1,2,14.18,426.31,546.33
6107,349,73,22,249,6,17,37,4,420.51,0.13,11.03,69.65,18,1,5.75,436.21,1216.92
6108,182,28,8,473,3,17,82,50,383.1,0.14,10.74,218.27,12,0,10.0,697.86,345.87
6109,125,79,37,217,6,21,16,4,383.27,0.07,48.53,220.53,1,2,10.8,453.46,886.11
6110,179,66,15,114,4,7,45,27,266.24,0.13,42.57,261.5,6,0,12.04,977.97,275.97
6111,39,71,26,14,5,9,71,16,88.92,0.1,29.59,332.55,6,1,6.12,683.54,1292.27
6112,260,47,39,62,6,7,1,14,146.34,0.12,0.41,279.59,4,2,7.79,609.76,163.83
6113,3,82,3,43,9,27,53,14,291.06,0.23,42.74,57.38,11,0,11.95,165.95,1185.64
6114,64,86,10,411,3,21,28,7,161.59,0.3,37.58,8.59,1,1,13.16,245.47,1105.33
6115,29,10,3,240,1,3,53,45,391.88,0.28,47.82,55.5,1,2,4.99,683.79,1330.2
6116,11,33,30,96,2,24,44,14,189.74,0.26,0.66,17.07,8,0,4.39,384.59,734.52
6117,97,7,46,27,8,12,67,42,61.38,0.23,1.43,175.27,3,1,5.76,769.16,1370.96
6118,358,3,22,324,4,23,39,45,392.36,0.29,25.87,114.22,12,1,9.27,434.33,757.52
6119,203,14,3,383,7,4,10,6,350.57,0.24,42.8,3.92,6,1,12.66,873.11,689.36
6120,21,44,1,242,2,17,51,43,130.31,0.17,49.57,33.03,6,1,10.02,600.17,194.58
6121,39,46,33,487,10,29,14,38,490.65,0.2,16.0,159.62,17,0,3.83,845.88,1334.34
6122,223,61,19,459,8,3,79,27,204.58,0.13,1.82,375.96,9,2,1.72,882.12,1271.29
6123,102,36,36,240,10,11,6,11,341.83,0.05,9.78,397.92,14,2,8.79,335.87,209.67
6124,46,13,34,304,9,8,39,31,455.67,0.14,43.85,21.0,19,0,11.68,399.13,312.12
6125,66,16,31,67,7,2,80,49,82.22,0.15,23.32,332.4,13,1,8.07,726.77,514.04
6126,91,80,43,281,10,25,82,3,440.12,0.23,42.67,192.62,5,1,6.13,131.43,324.0
6127,164,5,24,192,1,14,99,1,353.44,0.26,22.2,248.8,9,0,3.77,152.69,825.0
6128,111,89,12,119,2,4,48,16,87.94,0.29,2.67,202.88,10,0,9.04,823.46,261.29
6129,338,38,13,152,9,16,25,44,333.93,0.14,30.88,369.88,4,1,9.56,22.74,1313.6
6130,123,50,16,265,10,14,97,27,437.91,0.29,21.78,191.92,7,2,12.68,47.19,1290.58
6131,193,38,16,392,7,7,33,46,400.51,0.25,24.57,68.02,19,0,11.35,579.84,725.45
6132,99,56,20,231,3,10,83,50,381.5,0.06,47.45,312.16,17,1,8.22,963.32,837.48
6133,291,63,41,351,5,12,75,3,84.86,0.2,22.85,206.0,14,0,12.33,933.41,406.12
6134,159,48,48,249,1,23,67,8,99.36,0.14,39.83,47.71,17,0,2.59,446.61,1052.44
6135,103,90,27,59,10,28,65,50,276.12,0.06,2.95,185.18,14,1,4.34,801.14,926.51
6136,281,59,39,17,3,8,40,16,292.17,0.18,23.95,275.27,7,0,11.55,699.54,1378.41
6137,43,77,13,171,4,23,25,47,472.09,0.2,29.33,119.04,15,0,6.9,805.59,73.49
6138,84,44,4,351,4,11,57,2,237.0,0.11,5.66,364.88,12,1,9.03,250.28,748.66
6139,191,90,32,452,7,20,32,29,154.74,0.28,15.11,340.13,13,2,13.08,333.33,925.44
6140,51,55,45,132,5,13,46,16,99.43,0.2,36.98,227.59,18,0,14.0,779.14,880.12
6141,210,55,40,357,9,12,100,29,31.81,0.09,9.2,22.69,6,0,14.0,280.67,1231.06
6142,126,1,34,136,7,7,4,31,38.98,0.23,6.42,233.72,6,0,5.97,760.33,815.66
6143,69,8,39,42,2,21,23,42,289.21,0.17,14.96,166.83,6,0,9.66,755.2,60.58
6144,265,4,43,305,8,12,80,11,92.25,0.17,42.95,289.9,3,0,9.7,766.86,1487.56
6145,258,85,17,6,2,10,75,32,426.55,0.26,38.15,107.55,7,2,5.0,442.15,1191.91
6146,188,86,24,329,7,7,22,24,300.25,0.08,38.84,242.7,12,1,7.41,200.74,146.58
6147,230,53,29,170,5,19,33,19,433.12,0.17,16.12,222.22,2,1,6.84,104.66,1427.2
6148,189,58,46,456,10,26,41,32,216.59,0.25,4.95,211.21,18,2,10.56,202.1,967.64
6149,10,37,28,288,6,27,62,10,299.91,0.22,1.6,47.25,1,1,9.37,495.88,600.09
6150,114,49,45,399,4,7,38,49,265.09,0.05,29.31,196.46,15,2,13.71,268.43,327.63
6151,76,67,47,338,5,23,56,32,493.4,0.25,35.11,220.7,11,2,4.5,860.12,1257.19
6152,164,19,22,215,5,18,63,23,399.43,0.29,18.89,371.14,8,1,9.4,735.96,169.02
6153,85,1,28,69,7,24,77,33,299.72,0.23,26.44,184.88,12,0,10.8,743.23,1037.18
6154,49,29,25,370,4,23,85,30,305.26,0.27,13.95,256.31,18,1,1.83,303.09,851.4
6155,326,87,41,27,5,25,76,30,128.16,0.14,18.22,228.13,5,1,9.91,475.36,1293.82
6156,177,33,3,225,4,12,55,7,368.7,0.14,36.49,78.9,19,2,9.32,637.79,584.72
6157,218,52,13,322,4,4,51,16,491.5,0.13,35.91,74.58,15,1,5.47,449.92,223.68
6158,189,41,31,234,8,25,90,43,69.07,0.23,1.4,296.02,17,2,14.79,796.59,260.28
6159,346,23,13,486,5,1,65,50,320.44,0.29,47.21,209.7,11,1,6.7,595.0,933.68
6160,230,5,41,443,9,5,57,1,261.35,0.27,13.45,358.52,6,2,3.44,601.52,650.79
6161,255,71,18,412,5,10,86,30,425.95,0.09,45.38,363.35,18,2,8.76,66.97,599.55
6162,236,57,37,408,8,7,27,34,5.02,0.21,25.59,119.53,14,1,6.03,796.39,1230.56
6163,26,6,43,51,3,20,57,34,72.61,0.3,24.96,41.51,6,2,4.25,132.36,261.77
6164,72,49,34,149,7,29,55,38,23.35,0.12,22.53,138.29,8,0,5.7,208.49,1203.09
6165,261,22,17,415,1,7,96,31,85.65,0.21,46.12,27.75,12,1,11.28,126.94,997.76
6166,254,77,21,75,5,30,72,8,355.43,0.28,10.41,312.72,17,1,5.19,837.03,1411.88
6167,271,76,36,306,2,28,98,20,74.14,0.27,30.58,59.33,10,1,9.07,885.52,948.09
6168,123,4,50,92,8,25,82,46,313.05,0.13,15.89,346.68,1,2,1.01,977.62,520.16
6169,144,72,40,368,6,13,4,29,434.76,0.07,45.76,166.72,15,0,2.6,173.93,280.94
6170,257,64,19,424,5,14,65,31,22.14,0.21,8.47,112.16,17,0,11.44,851.62,46.04
6171,144,37,12,68,3,5,56,21,18.26,0.29,33.81,201.11,8,0,3.88,585.97,1385.11
6172,259,31,28,235,1,21,53,26,494.97,0.18,21.09,242.58,8,1,12.11,903.28,723.64
6173,47,37,11,362,10,2,44,31,338.27,0.16,33.06,280.92,10,2,4.86,299.43,27.92
6174,351,45,48,144,10,14,16,20,74.64,0.27,7.88,135.93,14,0,3.92,284.5,1381.52
6175,13,90,37,76,10,21,94,22,156.81,0.16,19.68,393.21,15,1,10.63,807.4,1488.48
6176,208,8,28,86,10,8,23,40,492.58,0.22,5.36,169.49,10,1,2.38,255.24,1441.57
6177,311,40,35,227,8,20,31,26,117.47,0.15,48.44,333.95,13,0,6.08,81.68,142.69
6178,235,97,44,363,5,2,28,17,377.65,0.14,10.7,14.91,19,1,2.06,446.16,413.28
6179,149,93,15,447,9,8,50,25,124.39,0.1,49.66,311.41,14,0,3.82,608.73,230.57
6180,322,5,16,56,7,20,16,37,202.24,0.07,20.92,220.98,14,2,3.19,709.51,194.4
6181,155,28,45,80,1,30,41,27,440.95,0.27,3.58,256.21,8,1,12.31,149.93,1065.28
6182,166,81,7,24,1,29,9,3,19.08,0.1,0.88,149.78,14,1,9.1,519.38,467.2
6183,90,87,47,227,7,5,2,24,157.08,0.07,29.95,218.39,9,2,12.49,339.96,307.83
6184,186,9,3,28,7,30,43,25,246.16,0.2,30.74,372.96,3,2,14.91,454.4,1158.2
6185,318,2,31,121,9,12,66,50,314.62,0.19,26.24,155.03,5,2,8.77,105.2,1225.51
6186,358,63,12,490,2,7,96,10,18.98,0.19,3.32,43.2,15,0,14.44,742.83,1300.12
6187,174,96,8,93,7,27,80,36,208.28,0.17,16.58,288.48,13,2,2.35,644.72,1180.65
6188,217,51,25,341,2,21,77,42,175.42,0.09,17.95,202.56,1,0,2.63,535.46,940.96
6189,264,31,44,112,10,13,49,18,18.3,0.06,35.24,170.55,7,1,7.99,188.72,58.64
6190,97,7,50,378,10,15,91,45,180.91,0.06,20.94,311.35,12,0,2.77,181.09,473.51
6191,117,30,35,345,2,10,95,17,466.19,0.29,28.65,225.31,12,2,13.8,209.29,1153.24
6192,199,58,12,487,5,4,97,14,140.94,0.18,14.32,252.92,4,2,8.06,789.89,384.64
6193,320,3,21,31,9,16,21,19,294.87,0.15,36.3,370.5,1,2,13.29,366.79,1392.54
6194,21,51,26,143,9,7,19,18,152.56,0.15,2.34,24.35,4,1,4.07,381.22,1356.65
6195,200,56,2,367,10,13,57,23,57.8,0.21,49.43,105.69,19,1,10.16,361.74,991.46
6196,341,73,14,298,1,4,77,8,148.41,0.14,32.07,359.39,17,2,4.78,136.32,1319.35
6197,248,10,46,227,7,26,60,50,238.03,0.25,7.44,317.3,9,2,8.83,852.66,808.39
6198,276,61,4,358,10,12,19,16,151.62,0.11,35.87,76.25,7,0,13.15,573.25,155.79
6199,264,50,17,250,10,20,99,25,313.96,0.14,39.33,68.48,7,1,5.0,994.9,1339.82
6200,58,47,47,50,3,2,64,43,474.8,0.28,39.43,330.23,18,1,7.59,522.16,200.92
6201,302,90,48,214,10,5,35,32,39.29,0.12,13.54,221.59,4,2,8.19,692.33,1227.06
6202,31,1,5,380,10,8,33,49,359.92,0.22,47.93,344.28,4,0,9.64,811.78,1380.5
6203,249,94,24,389,1,4,67,50,5.62,0.14,0.89,367.16,3,2,12.19,818.58,722.52
6204,93,57,49,432,2,27,85,19,5.51,0.17,18.99,28.75,19,1,2.7,443.95,503.32
6205,265,38,7,269,6,29,87,18,70.8,0.06,5.21,387.94,16,2,8.5,386.61,1091.26
6206,271,62,23,288,10,2,48,32,242.57,0.09,19.24,286.87,3,1,2.99,156.28,402.61
6207,94,79,47,195,2,25,60,46,28.76,0.08,2.86,333.95,3,1,3.53,771.71,110.87
6208,154,89,17,254,2,6,45,49,362.47,0.26,32.25,252.5,16,0,7.88,629.68,35.82
6209,285,70,12,79,4,3,75,40,19.49,0.29,3.12,122.76,11,0,2.16,178.79,227.85
6210,80,82,11,475,3,29,68,15,250.24,0.07,30.79,240.17,12,0,2.22,501.71,956.46
6211,292,65,11,244,8,14,68,49,339.67,0.07,11.7,206.83,3,2,3.51,574.1,868.72
6212,84,62,34,91,8,10,15,21,122.59,0.19,8.96,372.9,5,0,7.61,866.47,890.82
6213,365,56,47,414,6,11,92,11,291.75,0.18,17.35,222.46,7,2,3.56,95.17,317.05
6214,37,67,37,6,4,5,100,29,134.58,0.21,32.05,12.13,9,1,6.3,170.17,875.38
6215,342,17,50,281,7,22,72,32,110.98,0.23,28.91,274.75,12,2,13.16,538.52,863.04
6216,327,8,29,412,9,16,88,6,410.1,0.25,34.02,21.17,6,0,13.98,55.31,1454.98
6217,232,60,48,446,2,9,98,19,169.79,0.09,45.95,377.66,17,0,8.74,389.69,570.25
6218,93,40,36,150,6,21,15,16,407.92,0.06,10.17,195.15,13,2,14.83,25.6,973.27
6219,336,81,27,324,7,16,23,12,112.37,0.27,20.67,387.24,13,0,10.88,264.93,1237.82
6220,102,89,42,399,1,9,60,15,181.15,0.17,13.29,11.32,14,0,2.89,169.75,628.5
6221,166,62,22,282,6,17,91,11,55.82,0.29,29.32,213.61,15,1,11.35,293.08,407.89
6222,159,41,2,191,8,12,14,39,250.77,0.18,14.17,91.26,18,0,10.31,769.49,1246.74
6223,14,12,47,274,7,15,2,10,193.89,0.18,27.9,256.66,11,0,13.12,353.84,564.09
6224,225,93,36,73,2,10,99,37,7.95,0.21,41.16,199.79,11,0,8.02,893.75,1340.28
6225,73,89,48,447,2,4,43,49,235.1,0.09,27.55,226.88,6,2,9.24,284.13,1403.25
6226,249,100,30,318,4,17,71,24,41.84,0.11,41.91,144.5,7,2,6.53,137.05,375.46
6227,91,54,7,500,5,18,16,36,419.29,0.28,30.57,21.57,9,0,1.24,69.44,1160.46
6228,216,89,12,68,5,18,86,1,249.38,0.1,43.51,43.33,2,0,9.43,992.15,405.61
6229,90,93,3,304,2,10,28,46,346.58,0.11,46.52,343.57,13,1,14.29,105.07,560.03
6230,29,11,17,434,7,11,32,17,411.46,0.18,25.39,281.41,16,1,3.32,367.88,1330.19
6231,305,60,41,63,8,21,71,14,30.33,0.21,39.53,307.99,8,0,3.41,848.61,462.57
6232,220,68,32,453,2,1,86,38,171.91,0.05,23.44,49.95,9,0,6.75,234.47,267.74
6233,328,78,8,493,4,10,2,25,17.43,0.16,35.26,20.65,2,0,12.81,74.17,341.9
6234,215,46,23,134,3,30,72,37,29.57,0.15,1.88,7.89,18,1,9.22,546.22,830.27
6235,221,38,38,442,4,3,7,35,23.73,0.27,48.35,209.2,12,2,8.14,44.6,861.53
6236,42,61,30,307,5,27,38,22,241.56,0.26,44.72,200.86,8,2,13.11,722.39,1438.6
6237,135,17,15,268,6,6,48,47,228.09,0.28,44.66,45.15,10,1,3.81,604.32,215.24
6238,42,66,10,223,2,17,85,7,35.31,0.26,14.06,139.3,9,1,14.36,239.4,1457.16
6239,164,72,38,431,10,12,86,11,134.87,0.25,14.16,212.56,15,2,14.48,496.35,1418.46
6240,361,36,15,126,6,11,99,10,126.02,0.26,20.13,270.65,11,2,12.4,16.6,839.52
6241,283,74,30,265,9,17,82,14,151.82,0.09,44.01,324.19,11,1,5.13,546.6,595.48
6242,58,7,46,7,8,3,73,35,322.18,0.14,42.93,256.91,6,0,6.26,777.2,363.66
6243,302,100,26,413,1,9,2,46,350.05,0.22,14.47,12.97,17,1,6.65,67.75,1225.91
6244,322,16,45,206,9,18,42,49,172.84,0.28,27.09,234.85,1,0,3.39,233.24,1309.08
6245,25,14,14,179,10,28,42,36,395.17,0.22,23.76,36.08,17,2,1.64,627.43,1429.29
6246,73,80,3,468,2,6,81,6,211.84,0.1,32.53,226.4,2,2,1.91,57.52,1365.68
6247,129,25,36,496,1,3,20,5,263.59,0.29,10.69,151.02,11,2,9.62,817.19,1311.94
6248,87,4,26,183,6,6,6,42,77.05,0.24,4.25,115.25,10,0,14.56,331.21,1250.27
6249,330,29,14,480,1,11,11,7,120.28,0.23,1.36,193.2,3,0,2.18,218.91,1070.88
6250,153,56,31,443,6,11,69,15,365.14,0.24,19.07,153.21,5,1,9.95,853.25,384.87
6251,182,6,14,440,2,7,74,21,488.64,0.21,47.33,332.28,11,0,2.68,657.78,337.39
6252,125,1,40,406,7,13,87,18,353.8,0.06,34.24,91.37,7,2,9.08,899.83,201.28
6253,67,39,10,228,7,13,97,1,31.83,0.11,37.46,55.55,18,2,7.2,396.74,262.31
6254,6,1,9,236,4,7,40,4,75.73,0.29,47.26,334.95,9,0,1.49,980.03,716.15
6255,125,63,46,146,2,14,36,11,225.66,0.12,21.1,98.12,12,2,6.0,955.44,549.6
6256,314,57,40,58,7,2,51,10,367.62,0.24,23.72,13.86,10,1,12.0,574.26,1056.99
6257,326,67,43,296,1,3,47,45,87.14,0.16,17.98,155.41,6,1,3.74,730.32,290.13
6258,53,65,42,241,2,4,98,19,376.66,0.28,9.07,327.8,2,1,8.25,378.6,817.01
6259,66,65,18,345,2,8,17,42,280.14,0.19,38.32,173.32,2,0,4.58,67.46,1102.91
6260,314,21,36,287,1,21,26,30,388.4,0.21,45.33,188.56,1,0,13.96,336.67,455.6
6261,82,30,36,440,9,1,53,50,281.03,0.11,40.69,19.83,15,2,13.98,264.6,804.01
6262,87,96,12,163,6,9,48,41,303.25,0.06,2.39,284.71,14,2,11.17,143.1,119.14
6263,2,33,50,26,3,17,27,41,128.13,0.24,14.96,138.14,11,1,10.67,490.43,1444.18
6264,204,48,40,452,6,18,46,20,361.49,0.07,29.6,291.72,3,2,8.73,934.53,337.64
6265,150,22,3,106,7,7,67,27,422.79,0.23,16.36,164.98,2,2,11.99,885.05,1275.08
6266,293,94,18,240,3,27,19,12,436.29,0.19,7.51,211.23,12,1,14.77,288.97,861.38
6267,103,54,7,340,4,3,72,14,19.58,0.26,26.92,236.2,19,1,14.46,999.78,174.76
6268,24,4,31,418,10,22,81,34,314.18,0.1,26.07,79.56,2,1,12.32,911.32,713.04
6269,212,87,1,332,1,16,65,42,494.82,0.19,35.49,118.31,14,2,2.91,102.95,707.39
6270,65,55,31,400,6,8,71,50,295.52,0.2,49.99,234.64,17,0,13.06,250.12,703.79
6271,209,44,13,379,6,5,36,38,89.78,0.07,32.41,329.35,9,2,9.29,335.83,884.21
6272,251,89,29,42,9,17,67,2,439.42,0.23,15.84,384.62,15,1,8.47,231.21,1204.93
6273,117,12,3,133,2,26,83,49,135.83,0.15,47.82,210.14,1,0,8.63,149.62,831.16
6274,116,81,29,317,5,30,42,32,27.28,0.08,28.57,30.49,5,1,4.56,407.59,1052.27
6275,237,79,35,44,5,28,91,18,218.11,0.15,32.29,382.45,7,0,3.89,594.98,293.71
6276,105,74,15,35,7,19,67,50,54.63,0.07,17.88,168.89,10,1,7.28,766.5,813.84
6277,259,99,21,364,5,27,98,21,62.04,0.27,22.59,41.89,3,1,9.86,898.13,165.14
6278,46,52,19,347,10,18,69,46,234.33,0.16,20.93,388.91,18,1,10.12,380.7,1293.01
6279,311,93,28,384,4,22,49,11,308.28,0.08,46.81,112.93,2,0,8.32,635.91,1108.8
6280,331,76,4,1,10,30,37,30,453.17,0.11,40.48,263.08,9,0,12.5,481.06,585.46
6281,216,65,45,226,2,5,46,19,354.1,0.23,4.54,58.5,11,0,13.91,700.31,280.8
6282,301,65,13,299,8,7,80,48,422.09,0.25,15.69,288.11,16,2,4.01,734.63,1044.56
6283,333,10,15,288,5,18,56,40,208.83,0.06,2.78,390.55,14,2,11.32,27.84,808.31
