PAYROLL_ID,EMPLOYEE_ID,SALARY,NET_PAY,DEDUCTION_PERCENTAGE,PAY_FREQUENCY,LAST_PAY_DATE,TAX_DEDUCTION
782,105,111563.61,42471.38,28.7,Biweekly,2025-02-24,6749.14
783,713,106880.04,28656.25,10.18,Monthly,2025-01-31,7398.1
784,750,53605.09,78554.67,28.48,Monthly,2025-03-13,9061.37
785,347,42268.67,57366.01,17.83,Biweekly,2025-01-30,4166.14
786,151,49978.27,84591.59,7.11,Monthly,2025-03-29,9995.48
787,648,95377.99,81118.97,6.23,Monthly,2025-02-25,2974.79
788,921,108080.65,65496.13,22.28,Biweekly,2025-03-11,4908.15
789,470,77720.63,66077.62,27.56,Biweekly,2025-03-01,3430.76
790,612,35901.28,30045.86,28.63,Monthly,2025-03-17,7710.05
791,389,69813.39,95267.99,5.34,Biweekly,2025-03-16,9448.25
792,590,69875.44,36260.22,12.88,Biweekly,2025-03-15,4007.15
793,384,43487.94,29185.06,20.93,Biweekly,2025-02-04,4343.31
794,748,90168.9,77012.94,13.53,Monthly,2025-03-13,2930.85
795,169,111223.99,98866.91,20.31,Monthly,2025-02-07,4908.23
796,577,40440.63,78112.52,28.4,Monthly,2025-02-12,3531.52
797,924,116717.61,94750.38,13.47,Monthly,2025-03-30,4583.74
798,822,59798.22,72701.27,10.09,Biweekly,2025-03-20,6957.16
799,187,82123.12,67123.7,25.5,Monthly,2025-03-19,5114.43
800,437,87684.73,29227.33,17.83,Monthly,2025-03-29,2733.2
801,147,118229.3,76285.35,17.87,Biweekly,2025-03-15,3416.46
802,818,92712.58,97006.78,23.45,Biweekly,2025-02-13,5794.49
803,430,115050.96,57298.42,7.04,Biweekly,2025-03-23,7069.94
804,539,65462.11,74208.12,13.48,Monthly,2025-02-28,2946.72
805,854,66134.04,55144.94,29.99,Monthly,2025-02-14,7909.84
806,958,110712.11,82577.74,9.32,Biweekly,2025-03-09,4865.23
807,206,42310.69,80431.78,14.39,Biweekly,2025-03-21,4505.19
808,396,84769.26,54426.03,24.78,Monthly,2025-02-04,6341.36
809,880,46266.14,96577.9,10.45,Monthly,2025-03-29,2676.21
810,60,62671.71,47353.49,9.22,Biweekly,2025-02-12,6661.74
811,772,104066.97,49355.08,12.7,Monthly,2025-03-20,4787.52
812,156,101789.33,23673.0,12.49,Monthly,2025-02-13,7422.23
813,677,109333.52,42417.12,18.26,Monthly,2025-03-09,3447.67
814,85,101058.26,47103.73,7.41,Biweekly,2025-02-05,6415.83
815,454,83224.28,32693.91,24.55,Biweekly,2025-03-07,4564.63
816,446,61113.72,86596.09,18.12,Biweekly,2025-02-23,9751.93
817,756,71156.22,30002.4,25.58,Monthly,2025-02-10,5120.51
818,267,46198.6,56832.1,29.75,Biweekly,2025-03-13,8607.52
819,826,67730.21,22104.94,14.38,Biweekly,2025-02-01,2746.63
820,517,112732.04,81886.12,17.49,Biweekly,2025-01-30,2630.52
821,407,58549.42,74276.25,28.15,Monthly,2025-03-04,8338.34
822,515,53935.81,90481.53,11.25,Monthly,2025-02-18,9674.4
823,882,58569.97,71633.51,27.88,Biweekly,2025-03-18,5152.68
824,336,51891.27,92033.99,27.05,Monthly,2025-02-06,9387.39
825,691,100556.29,49737.16,15.91,Biweekly,2025-03-21,3915.05
826,869,57454.77,20473.41,7.71,Monthly,2025-03-12,9683.16
827,261,80440.17,28772.47,19.5,Biweekly,2025-02-02,7428.87
828,502,100111.04,27703.08,25.29,Biweekly,2025-03-03,9262.12
829,836,101831.1,54931.79,16.7,Monthly,2025-03-08,8779.05
830,758,93049.2,49719.71,7.11,Monthly,2025-03-09,2979.41
831,704,81386.11,36878.48,27.04,Monthly,2025-03-23,3042.05
832,398,99345.63,45978.73,13.02,Monthly,2025-03-21,5513.59
833,981,118613.99,79626.4,6.68,Monthly,2025-01-31,2504.51
834,104,46802.5,74897.28,9.69,Biweekly,2025-02-18,5611.01
835,481,66755.61,78286.07,8.72,Monthly,2025-02-06,4921.14
836,631,37267.81,82074.2,19.33,Monthly,2025-03-09,3128.63
837,541,119842.75,91478.12,27.76,Biweekly,2025-03-07,8619.52
838,732,43219.83,67930.67,14.49,Monthly,2025-02-28,7950.1
839,20,50943.08,99304.43,19.1,Biweekly,2025-03-16,7489.68
840,904,41525.58,29796.97,11.91,Biweekly,2025-03-27,4564.39
841,752,71989.37,82193.56,29.19,Monthly,2025-03-06,7100.13
842,764,119424.05,24152.83,29.8,Monthly,2025-02-05,3141.93
843,762,32022.85,30907.01,27.13,Biweekly,2025-02-13,8766.28
844,4,68798.11,73893.93,8.21,Monthly,2025-03-16,3411.98
845,845,94401.86,60897.11,23.03,Monthly,2025-03-27,5605.39
846,233,36136.97,22099.45,9.92,Monthly,2025-03-21,3622.63
847,869,109945.08,24442.09,12.64,Monthly,2025-02-17,8756.86
848,151,79495.82,39839.46,13.81,Monthly,2025-02-10,6460.36
849,462,107518.04,97700.01,17.43,Biweekly,2025-02-15,9014.85
850,418,69551.6,83166.76,29.29,Monthly,2025-02-24,2771.36
851,363,72469.57,62840.71,21.84,Monthly,2025-02-11,3163.32
852,489,43487.58,91577.37,5.59,Monthly,2025-03-25,2624.76
853,178,60031.11,56588.17,18.56,Biweekly,2025-03-06,4349.25
854,45,111054.99,53797.24,22.42,Monthly,2025-02-22,8625.66
855,549,117751.2,72306.12,10.98,Monthly,2025-03-07,6186.01
856,668,94673.09,66622.87,28.11,Monthly,2025-02-25,3016.28
857,593,62853.99,37109.49,5.57,Monthly,2025-02-07,9827.91
858,588,30879.64,58673.63,8.98,Monthly,2025-03-09,3654.99
859,723,111920.0,89881.5,21.66,Biweekly,2025-01-31,3911.41
860,168,118090.36,48287.14,22.1,Biweekly,2025-02-07,7309.13
861,786,101256.99,24097.4,27.13,Biweekly,2025-03-27,6269.94
862,658,118318.89,95065.1,14.5,Biweekly,2025-03-29,2221.43
863,774,85170.48,76506.09,17.13,Biweekly,2025-02-07,9830.47
864,696,62386.95,56010.73,14.53,Biweekly,2025-03-30,2666.08
865,99,93132.31,99877.44,29.92,Monthly,2025-03-25,9653.93
866,703,68483.73,57365.17,29.21,Monthly,2025-02-24,4475.44
867,67,103939.62,58624.28,16.18,Monthly,2025-03-24,7158.73
868,932,89361.54,69821.48,21.19,Monthly,2025-01-31,2051.32
869,979,53779.6,64689.72,9.63,Monthly,2025-03-21,7157.59
870,619,56312.13,35904.51,20.49,Biweekly,2025-03-13,9893.6
871,41,64304.36,95498.32,14.12,Biweekly,2025-01-30,9654.7
872,105,52401.62,53888.34,15.11,Monthly,2025-02-10,3921.04
873,658,79862.17,52242.74,15.31,Biweekly,2025-03-16,4164.31
874,201,42519.78,87255.53,8.11,Biweekly,2025-01-30,2527.39
875,810,100430.06,80606.07,11.95,Monthly,2025-03-20,8140.8
876,917,110244.49,30119.2,13.42,Monthly,2025-03-09,6016.99
877,136,110371.96,76094.57,18.16,Monthly,2025-03-18,6160.19
878,866,56476.19,71786.62,10.01,Biweekly,2025-02-08,4662.53
879,273,52684.94,51184.66,7.12,Monthly,2025-03-06,7619.22
880,738,112160.37,98736.41,20.47,Monthly,2025-02-15,4168.95
881,965,94798.32,94545.6,6.31,Biweekly,2025-02-02,2731.72
882,39,109018.67,62981.97,17.7,Monthly,2025-03-17,8901.85
883,686,35974.59,55030.87,9.7,Monthly,2025-03-16,7258.12
884,575,63788.89,26807.22,27.62,Biweekly,2025-02-09,5101.11
885,899,61852.89,27601.92,28.65,Monthly,2025-02-04,7712.26
886,999,46100.58,80275.41,5.09,Biweekly,2025-03-16,8317.94
887,829,104970.06,64330.94,22.04,Biweekly,2025-02-26,7593.84
888,801,49349.41,63044.77,13.25,Biweekly,2025-02-04,7929.34
889,381,30740.84,66982.49,7.36,Biweekly,2025-02-26,9123.65
890,189,111994.07,56776.62,24.08,Biweekly,2025-02-20,7659.88
891,623,98601.06,23993.73,29.07,Biweekly,2025-02-20,6444.42
892,632,40722.69,91578.24,13.25,Biweekly,2025-03-12,4263.69
893,210,58152.43,64952.73,12.92,Biweekly,2025-03-24,8435.77
894,437,64476.64,83420.26,8.39,Biweekly,2025-03-27,6278.5
895,953,47476.14,90715.55,21.85,Biweekly,2025-03-07,9506.02
896,216,79532.43,85582.55,25.86,Monthly,2025-03-13,8870.19
897,493,109209.69,86279.38,6.19,Biweekly,2025-03-28,4153.55
898,7,71725.98,68234.87,21.21,Monthly,2025-03-07,8439.47
899,384,36456.09,39811.77,23.22,Biweekly,2025-03-14,6387.87
900,857,118858.05,49750.84,19.08,Biweekly,2025-02-13,7017.61
901,161,59159.99,87383.16,12.24,Biweekly,2025-02-27,3765.69
902,691,33225.51,68159.68,10.4,Monthly,2025-03-11,5365.2
903,574,95448.64,63420.57,6.25,Monthly,2025-02-07,4108.98
904,683,55708.71,58130.66,9.53,Biweekly,2025-02-04,2056.71
905,47,102166.72,39234.58,29.38,Monthly,2025-03-02,9457.83
906,986,32798.46,88835.99,19.75,Biweekly,2025-02-05,5509.1
907,346,37006.8,26741.67,9.05,Biweekly,2025-02-07,3219.95
908,263,42355.37,34272.66,21.7,Biweekly,2025-02-02,5037.61
909,212,54204.94,38983.42,22.96,Biweekly,2025-03-26,5866.85
910,269,42642.36,94962.65,14.79,Monthly,2025-01-30,6175.1
911,874,64739.3,80041.93,18.46,Biweekly,2025-02-03,3626.33
912,884,106698.8,43182.09,14.53,Biweekly,2025-03-16,6651.39
913,762,46998.81,89587.46,11.5,Monthly,2025-02-03,7563.18
914,515,58623.68,64295.41,14.61,Monthly,2025-02-09,6455.4
915,890,68626.41,43903.43,26.75,Biweekly,2025-03-19,2808.19
916,392,92582.53,73491.1,18.62,Monthly,2025-03-24,9471.11
917,562,93288.16,39487.14,13.66,Monthly,2025-03-06,7829.0
918,92,72350.61,34905.26,19.86,Monthly,2025-02-01,3831.21
919,3,89002.72,41772.14,10.85,Biweekly,2025-02-16,6893.22
920,108,48451.53,32529.38,12.55,Biweekly,2025-01-31,9079.28
921,109,88733.58,45402.06,10.58,Monthly,2025-03-07,9770.38
922,39,70133.11,91275.79,27.16,Monthly,2025-02-03,6756.09
923,296,106123.55,30905.82,23.75,Biweekly,2025-02-13,8150.59
924,990,32619.16,53655.08,25.05,Monthly,2025-03-04,2482.95
925,1000,108688.25,77060.14,10.63,Biweekly,2025-02-27,9224.2
926,253,31526.98,71625.48,7.53,Monthly,2025-03-25,6659.78
927,658,86672.18,87257.91,29.11,Monthly,2025-03-16,3089.11
928,420,95228.77,49191.82,16.59,Monthly,2025-02-14,3978.21
929,511,69991.22,64322.99,6.61,Monthly,2025-02-21,4773.4
930,682,65772.43,93442.2,29.77,Monthly,2025-03-30,4573.8
931,312,30592.51,75731.53,22.37,Monthly,2025-02-16,8218.66
932,219,39750.71,86596.23,7.49,Monthly,2025-02-02,5405.7
933,496,117181.36,40553.77,22.53,Monthly,2025-02-06,6336.77
934,757,70213.38,38871.75,11.75,Monthly,2025-01-31,3832.54
935,658,46109.71,68280.83,20.65,Monthly,2025-02-15,4020.33
936,740,115267.09,75358.2,26.11,Monthly,2025-03-16,3680.11
937,110,47287.67,50302.74,21.38,Monthly,2025-03-06,4970.92
938,132,81404.71,77583.87,8.02,Monthly,2025-03-29,8298.63
939,92,53282.51,48270.76,11.37,Biweekly,2025-03-16,6998.96
940,86,65156.58,41579.71,25.86,Monthly,2025-02-25,3523.99
941,799,69554.43,24811.81,18.52,Monthly,2025-03-15,9155.83
942,250,51637.43,98430.02,6.89,Biweekly,2025-03-03,7474.68
943,649,33001.62,78981.88,25.14,Monthly,2025-02-21,9794.17
944,83,92966.32,46736.51,5.93,Biweekly,2025-03-29,5997.38
945,932,73898.65,80104.03,19.64,Biweekly,2025-03-11,8388.77
946,188,101723.97,77258.87,24.29,Monthly,2025-03-02,8806.79
947,806,104716.3,30596.47,21.11,Biweekly,2025-03-28,4881.75
948,681,56529.88,97913.52,29.53,Monthly,2025-03-14,4486.64
949,43,36712.88,89961.92,19.1,Monthly,2025-03-01,7867.55
950,88,116928.53,56119.78,17.47,Monthly,2025-02-23,3499.37
951,15,113620.07,89761.43,11.95,Biweekly,2025-02-15,3534.85
952,521,59305.55,85459.19,19.42,Biweekly,2025-03-04,7959.54
953,187,75813.64,99085.81,29.67,Monthly,2025-02-13,9390.56
954,531,95458.72,49932.6,16.14,Biweekly,2025-03-08,6807.26
955,703,110099.58,63972.93,14.62,Monthly,2025-03-30,9288.01
956,43,56638.53,22373.63,21.87,Biweekly,2025-02-24,6159.79
957,628,40599.2,31260.73,12.15,Monthly,2025-02-15,7706.19
958,136,69526.06,25052.16,6.29,Biweekly,2025-02-04,3577.2
959,431,77255.63,55491.8,23.15,Biweekly,2025-02-26,5146.74
960,153,33637.23,89932.97,28.35,Monthly,2025-02-07,2436.58
961,40,108469.23,86962.05,16.04,Biweekly,2025-03-10,7685.4
962,77,61140.59,61859.94,14.81,Biweekly,2025-02-26,6445.82
963,313,42748.2,89120.69,7.99,Monthly,2025-02-09,2802.1
964,646,46751.03,85220.68,8.98,Monthly,2025-03-04,7004.0
965,969,105427.68,53455.97,23.78,Biweekly,2025-02-19,9605.77
966,689,32526.42,95398.33,29.67,Biweekly,2025-03-13,6490.8
967,492,43595.48,50586.93,8.16,Biweekly,2025-02-27,9590.9
968,663,93664.2,82556.43,29.45,Biweekly,2025-02-02,5078.02
969,392,44082.92,88417.84,24.38,Monthly,2025-03-06,7620.35
970,372,77498.24,73162.63,26.82,Monthly,2025-02-08,4237.9
971,857,54641.29,60241.82,26.08,Monthly,2025-02-17,3184.35
972,127,46382.87,35522.68,21.05,Monthly,2025-02-22,9650.8
973,464,35265.57,34057.96,23.76,Monthly,2025-03-15,4438.58
974,885,60715.13,67422.25,29.63,Monthly,2025-03-30,2671.46
975,165,62418.7,28304.7,17.06,Biweekly,2025-02-21,2822.08
976,516,64180.97,25843.05,25.11,Biweekly,2025-03-14,4556.59
977,239,100376.28,85109.79,18.38,Biweekly,2025-03-12,4985.79
978,955,104449.5,73559.28,21.06,Biweekly,2025-03-09,8291.1
979,565,62482.84,68281.64,23.76,Biweekly,2025-03-26,2237.44
980,580,77633.02,93200.05,9.92,Monthly,2025-03-30,9559.07
981,70,32379.92,39582.06,21.58,Monthly,2025-03-14,2997.71
982,396,74411.28,37454.07,5.82,Monthly,2025-03-07,8620.7
983,74,117167.72,98157.83,12.98,Monthly,2025-03-22,2057.73
984,937,109849.22,69682.36,9.24,Biweekly,2025-02-10,7765.73
985,605,36504.09,73790.76,19.04,Biweekly,2025-03-07,9804.0
986,354,66896.39,58257.44,17.42,Biweekly,2025-01-30,6234.26
987,143,83547.23,32177.61,6.8,Monthly,2025-03-22,6740.42
988,463,64384.46,43159.95,5.56,Biweekly,2025-03-02,8793.1
989,830,86742.32,67425.09,7.44,Biweekly,2025-03-04,3131.79
990,146,55524.85,42942.08,18.35,Monthly,2025-03-19,3919.46
991,787,103484.33,74707.19,5.62,Biweekly,2025-02-07,5900.22
992,584,42064.74,59141.62,14.24,Biweekly,2025-03-15,6040.07
993,684,73140.61,24941.28,22.33,Biweekly,2025-02-28,5726.87
994,70,118546.58,97861.43,7.21,Biweekly,2025-03-29,5926.07
995,162,110194.71,83973.09,11.05,Monthly,2025-02-03,7699.01
996,402,108896.09,62581.97,20.67,Monthly,2025-03-06,8281.28
997,951,30055.79,62350.82,25.45,Biweekly,2025-03-21,2457.86
998,192,101821.79,51747.58,19.64,Biweekly,2025-02-27,3289.93
999,695,37166.54,26030.0,18.02,Biweekly,2025-03-30,6967.57
1000,41,117965.46,49699.97,8.12,Monthly,2025-03-08,2112.27
